Loci	mef_0	mef_1	mef_2
Ptx3_mef	1.68358e-05	0.949046	0.0509371
Ptprz1_mef	0.033123	0.959772	0.00710451
Ptpru_mef	0.96344	0.036559	1.04125e-06
Ptprt_mef	0.999327	0.000673254	1.71909e-08
Ptprr_mef	0.996445	0.00355475	2.63172e-08
Ptpro_mef	0.990043	0.00995674	2.0691e-08
Ptprm_mef	0.00266533	0.988745	0.00859001
Ptpre_mef	0.13621	0.862369	0.00142075
Ptprd_mef	0.0443538	0.955071	0.000575443
Ptprc_mef	0.999995	4.64092e-06	5.57955e-13
Ptprb_mef	0.896386	0.103613	9.18722e-07
Ptpn5_mef	0.906382	0.0936177	3.09197e-07
Ptpn4_mef	0.968871	0.0311283	2.89508e-07
Ptpn22_mef	0.999966	3.44846e-05	3.42311e-10
Ptpn20_mef	0.999999	5.88764e-07	4.39368e-14
Ptpn18_mef	0.205671	0.79431	1.87196e-05
Ptpn13_mef	0.643927	0.356066	7.45339e-06
Ptpdc1_mef	0.855728	0.144272	3.74736e-07
Ptn_mef	1.62284e-10	0.0142178	0.985782
Ptk6_mef	0.999944	5.62065e-05	2.22486e-13
Ptk2b_mef	0.0497382	0.940437	0.00982437
Pthr2_mef	0.999937	6.30952e-05	1.37337e-14
Pthr1_mef	0.0493388	0.950656	5.5306e-06
Pthlh_mef	0.998729	0.0012705	9.99036e-11
Pth_mef	0.998747	0.00125262	4.17515e-10
Ptgir_mef	0.999961	3.88432e-05	8.27173e-13
Ptgfr_mef	0.998984	0.00101606	7.32085e-11
Ptger4_mef	0.629562	0.370366	7.16908e-05
Ptger3_mef	0.999268	0.000731569	9.91614e-11
Ptger2_mef	0.999962	3.79957e-05	3.51183e-13
Ptgds2_mef	0.99914	0.000860044	9.56235e-13
Ptgdr_mef	0.570727	0.429266	7.40884e-06
Ptf1a_mef	0.934093	0.0659067	4.07159e-08
Ptcra_mef	0.968442	0.0315576	2.11338e-08
Ptchd2_mef	0.703571	0.296424	5.52397e-06
Ptchd1_mef	0.999999	7.13569e-07	3.12798e-13
Ptafr_mef	0.999983	1.72866e-05	1.07e-12
Pstpip2_mef	0.806882	0.193102	1.64766e-05
Pstpip1_mef	0.932967	0.0670323	3.47769e-07
Pspn_mef	0.999417	0.000583444	2.7239e-11
Psp_mef	0.999553	0.000446649	1.91945e-12
Psors1c2_mef	0.0366904	0.963265	4.49417e-05
Psmb8_mef	0.850137	0.149848	1.48316e-05
Psg28_mef	0.354443	0.645556	6.9419e-07
Psg21_mef	0.996975	0.00302472	8.03889e-11
Psg19_mef	0.999975	2.46921e-05	6.74778e-15
Psg17_mef	0.999906	9.37233e-05	3.28686e-13
Psg16_mef	0.966669	0.0333312	3.28031e-08
Psd4_mef	0.881173	0.118811	1.65495e-05
Psd3_mef	0.025562	0.974155	0.000282831
Psd2_mef	0.999816	0.000183615	8.62005e-12
Psd_mef	0.501188	0.498806	5.90522e-06
Pscdbp_mef	0.993155	0.00684457	1.70968e-10
Pscd4_mef	0.999915	8.52973e-05	4.89652e-14
Pscd1_mef	0.914932	0.0850678	6.54034e-08
Psca_mef	0.671202	0.328782	1.58192e-05
Psapl1_mef	0.918944	0.0810562	3.72828e-08
Prtn3_mef	0.987944	0.0120561	1.83215e-08
Prss8_mef	0.998926	0.00107407	1.5349e-12
Prss7_mef	0.996868	0.00313187	3.58455e-10
Prss35_mef	0.908607	0.0913926	7.00507e-08
Prss32_mef	0.999382	0.000618072	6.94877e-11
Prss28_mef	0.986942	0.0130575	1.96686e-10
Prss22_mef	0.928031	0.0719691	6.28196e-09
Prss21_mef	0.963899	0.0361009	3.5644e-10
Prss2_mef	0.353895	0.646097	7.60356e-06
Prss12_mef	0.368229	0.631448	0.000322551
Prrt3_mef	0.980296	0.0197044	7.82517e-09
Prrt1_mef	0.878091	0.121908	1.53337e-06
Prrg2_mef	0.734637	0.265323	3.99062e-05
Prr16_mef	0.998814	0.00118597	2.49865e-08
Prr15_mef	0.999811	0.00018944	8.68013e-10
Prps1l1_mef	0.999955	4.45488e-05	1.43494e-12
Prpmp5$EG114600_mef	1	5.89017e-08	2.07263e-17
Prph2_mef	0.999987	1.27705e-05	2.2851e-12
Prp2_mef	0.999844	0.000156138	3.34221e-11
Proz_mef	0.997211	0.00278931	3.52991e-12
Prox2_mef	0.997	0.00300039	1.32947e-09
Prox1_mef	0.998077	0.0019234	1.09887e-10
Prop1_mef	0.900163	0.0998368	5.08271e-09
Prom2_mef	0.684382	0.315565	5.29222e-05
Prokr2_mef	0.991944	0.00805551	5.8274e-11
Prokr1_mef	0.971106	0.028894	2.00887e-08
Prok2_mef	0.997322	0.00267805	1.62724e-11
Prodh2_mef	0.969496	0.0305045	1.45681e-08
Proc_mef	0.995845	0.00415506	5.51438e-09
Prnd_mef	0.998146	0.00185383	1.04369e-11
Prm3_mef	0.816823	0.183177	2.62498e-08
Prm2_mef	0.714996	0.285004	1.51967e-08
Prlr_mef	0.998849	0.00115101	7.59332e-10
Prl8a9_mef	0.999999	8.43107e-07	1.60747e-14
Prl8a8_mef	0.999999	7.30255e-07	3.05262e-16
Prl8a6_mef	0.999994	5.60345e-06	1.34149e-14
Prl8a2_mef	0.999985	1.47947e-05	1.81446e-13
Prl8a1_mef	0.999999	8.85901e-07	9.88746e-18
Prl7d1_mef	0.999996	3.66816e-06	1.23656e-14
Prl7c1_mef	0.999988	1.20339e-05	8.07917e-15
Prl7b1_mef	0.999984	1.58096e-05	2.79331e-14
Prl7a2_mef	0.999999	7.72345e-07	1.43527e-14
Prl7a1_mef	1	1.32233e-07	1.08889e-15
Prl6a1_mef	0.999996	4.2986e-06	6.37454e-13
Prl5a1_mef	0.999998	1.51608e-06	2.32354e-15
Prl4a1_mef	0.976582	0.023418	1.01963e-08
Prl3c1_mef	0.999999	8.56279e-07	3.6386e-15
Prl3b1_mef	1	3.40857e-07	6.5122e-15
Prl3a1_mef	0.999676	0.000323597	1.41406e-09
Prl2c2_mef	1	4.1282e-08	1.31832e-17
Prl2b1_mef	0.999825	0.00017474	6.31263e-11
Prl2a1_mef	0.991361	0.0086388	1.21132e-08
Prl_mef	0.988712	0.0112878	2.32179e-09
Prkg1_mef	0.0227539	0.976482	0.0007642
Prkd2_mef	0.997725	0.00227548	1.98943e-08
Prkcq_mef	0.0187369	0.978275	0.00298833
Prkcm_mef	0.000711025	0.998138	0.00115095
Prkce_mef	0.998263	0.00173734	7.30278e-09
Prkcb1_mef	0.98644	0.0135603	2.26333e-10
Prkca_mef	0.00598584	0.987154	0.00685996
Prkag3_mef	0.998921	0.00107897	1.69057e-11
Prkag2_mef	0.134985	0.860772	0.00424341
Prickle2_mef	0.0101536	0.982337	0.00750973
Prickle1_mef	0.0230342	0.975342	0.00162375
Prg3_mef	0.876052	0.123948	1.93237e-08
Prg2_mef	0.985577	0.0144234	1.8023e-10
Prf1_mef	0.983002	0.0169984	1.71125e-10
Prelp_mef	0.432638	0.567362	5.0087e-08
Prelid1$LOC100046650_mef	0.16114	0.838852	8.15387e-06
Prdx6-rs1_mef	0.915253	0.0847474	4.51258e-09
Prdm8$LOC100045224_mef	0.999749	0.000251414	3.40204e-12
Prdm6_mef	0.157693	0.841086	0.00122129
Prdm16_mef	0.912844	0.0871214	3.49715e-05
Prdm10_mef	0.99996	3.99462e-05	7.28291e-11
Prap1_mef	0.45852	0.541479	5.67818e-07
Pramel7_mef	0.843024	0.156973	3.09376e-06
Pramel6_mef	0.999959	4.07264e-05	2.03303e-10
Pramel1_mef	0.827843	0.172155	1.22934e-06
Pram1_mef	0.98593	0.0140692	5.7377e-07
Pqlc1_mef	0.235373	0.764572	5.51124e-05
Ppyr1_mef	0.914826	0.0851739	2.07215e-09
Ppy_mef	0.952297	0.0477034	7.57804e-10
Ppp3r2_mef	0.999772	0.000227879	3.28041e-12
Ppp3cc_mef	0.706651	0.293341	7.44716e-06
Ppp2r2b_mef	0.995636	0.00436447	3.92019e-09
Ppp1r9b_mef	0.989757	0.0102431	3.91494e-07
Ppp1r3d_mef	0.561878	0.438057	6.56674e-05
Ppp1r3c_mef	0.987017	0.0129828	7.71316e-10
Ppp1r3b_mef	0.276024	0.723974	1.71597e-06
Ppp1r3a_mef	0.999994	5.70322e-06	9.89738e-15
Ppp1r1c_mef	0.996332	0.00366791	2.24224e-11
Ppp1r16b_mef	0.904565	0.0954338	1.10524e-06
Ppp1r14d_mef	0.990274	0.00972571	2.28952e-11
Ppp1r14c$LOC100043766_mef	0.985501	0.0144991	2.0818e-09
Ppp1r12b_mef	0.829129	0.17084	3.08973e-05
Ppm1h_mef	0.8842	0.115778	2.16124e-05
Ppm1e_mef	0.993334	0.00666621	2.37519e-08
Ppfibp1_mef	0.999813	0.000186839	1.50342e-09
Ppfia3$Bcl11a_mef	0.993048	0.00695219	6.28279e-10
Ppfia2_mef	0.998059	0.0019414	1.59214e-12
Ppef2_mef	0.992851	0.00714893	1.19489e-08
Ppargc1a_mef	0.999933	6.68407e-05	8.22905e-13
Pparg_mef	0.629396	0.370585	1.93475e-05
Ppara_mef	0.993094	0.00690607	3.36604e-08
Ppapdc3_mef	0.938968	0.0610317	1.54523e-07
Ppapdc2_mef	0.54619	0.453734	7.51214e-05
Ppapdc1a_mef	0.997065	0.00293525	5.27669e-10
Pp11r_mef	0.944093	0.0559065	2.65693e-10
Pou6f2_mef	0.99818	0.00181977	1.30433e-10
Pou4f3_mef	0.968753	0.031247	2.2867e-07
Pou4f2_mef	0.998863	0.00113738	2.36875e-08
Pou4f1_mef	0.999733	0.000267035	9.26715e-11
Pou3f4_mef	0.759004	0.240993	2.92092e-06
Pou3f3_mef	0.954939	0.0450605	4.84974e-08
Pou3f2_mef	0.999945	5.49386e-05	3.061e-11
Pou2f3_mef	0.179624	0.820332	4.45706e-05
Pou2f2_mef	0.976602	0.0233982	2.17338e-07
Pou2af1_mef	0.999997	3.3471e-06	2.82609e-16
Pou1f1_mef	0.99083	0.00916951	3.0564e-09
Pot1b_mef	0.889217	0.110783	1.21339e-07
Postn_mef	5.53489e-17	6.45988e-08	1
Popdc3_mef	0.957612	0.0423878	1.66485e-09
Popdc2_mef	0.896735	0.103264	6.32655e-07
Pop5_mef	0.999413	0.000587211	9.14332e-10
Pon3_mef	0.00324587	0.987474	0.00927968
Pon2_mef	0.0111782	0.984565	0.00425673
Pon1_mef	0.999803	0.000196756	5.24902e-10
Polr2e_mef	0.955583	0.0444149	1.64333e-06
Polq_mef	0.927511	0.0724724	1.63025e-05
Poln_mef	1	3.31864e-07	2.24961e-13
Polh_mef	0.999765	0.000235329	8.3481e-09
Pogk_mef	0.712438	0.287182	0.00038026
Pof1b_mef	0.999747	0.000253223	5.61459e-11
Podxl2_mef	0.286661	0.712939	0.000400382
Pnpla5_mef	0.975445	0.0245549	8.33934e-09
Pnpla1_mef	0.921951	0.0780486	2.58147e-07
Pnoc_mef	0.138136	0.86186	3.02886e-06
Pnma1_mef	0.999912	8.84669e-05	3.80545e-13
Pnliprp2_mef	0.932709	0.0672909	4.00871e-07
Pnliprp1_mef	0.998704	0.00129621	1.41224e-11
Pnlip_mef	0.998548	0.00145177	2.1803e-11
Pnck_mef	0.818046	0.18194	1.45405e-05
Pmp2_mef	0.199967	0.80003	3.61479e-06
Pmfbp1_mef	0.399679	0.600319	1.68021e-06
Pmch_mef	0.960504	0.0394961	2.20527e-09
Plxnd1_mef	0.0454435	0.954432	0.000124451
Plxnc1$LOC100044106_mef	0.999389	0.0006112	1.33685e-11
Plxnb3_mef	0.993221	0.00677866	9.23423e-08
Plxna4_mef	0.952818	0.0471824	2.85107e-08
Plxna2_mef	0.98031	0.0196898	2.40031e-08
Plxdc1_mef	0.996471	0.00352894	1.8252e-08
Plvap_mef	0.982632	0.0173681	1.88635e-09
Plunc_mef	0.998433	0.00156656	4.78481e-12
Plscr4_mef	0.968964	0.0310357	2.16691e-08
Plscr2_mef	0.999996	4.19657e-06	8.45398e-11
Plp1_mef	0.0741852	0.925741	7.34584e-05
Pln_mef	0.99799	0.00201001	3.82529e-11
Pllp_mef	0.259534	0.740207	0.000258424
Plg_mef	0.988768	0.011232	6.86554e-09
Plekho1_mef	0.777587	0.222389	2.36587e-05
Plekhh2_mef	0.999374	0.000625509	1.18701e-12
Plekhg6_mef	0.215625	0.784339	3.61237e-05
Plekhg4_mef	0.939895	0.0601023	2.56785e-06
Plekha6_mef	0.999722	0.000278481	1.7576e-10
Plek2_mef	0.999891	0.000109049	1.34639e-10
Plek_mef	0.875453	0.124547	8.89989e-10
Pld4_mef	0.973848	0.0261515	5.00388e-08
Pld1_mef	0.998694	0.00130569	1.65225e-07
Plcz1_mef	0.999982	1.79313e-05	4.54596e-14
Plcxd3_mef	0.997247	0.00275311	2.39799e-11
Plcxd1_mef	0.992766	0.00723374	1.3509e-08
Plch2_mef	0.987305	0.0126948	5.8997e-08
Plcd4_mef	0.936219	0.0637805	1.89138e-07
Plcb1_mef	0.711146	0.28884	1.37372e-05
Plb1_mef	0.991448	0.00854994	2.24504e-06
Plau_mef	0.992854	0.00714647	2.90457e-09
Plat_mef	2.40193e-06	0.393205	0.606793
Plagl2_mef	0.991219	0.00878062	1.20547e-07
Plagl1_mef	0.0279592	0.967727	0.00431362
Plag1_mef	1	1.17858e-07	3.9985e-12
Plac8_mef	0.000353681	0.956185	0.0434615
Plac1l_mef	0.996769	0.00323134	1.08288e-09
Plac1_mef	0.999551	0.000448829	2.48533e-09
Pla2r1_mef	0.758534	0.241465	8.54111e-07
Pla2g5_mef	0.999113	0.000887037	7.45215e-11
Pla2g4f_mef	0.99999	1.04538e-05	2.7509e-15
Pla2g4e_mef	0.816677	0.183312	1.04966e-05
Pla2g4c_mef	0.353643	0.646348	9.57595e-06
Pla2g3_mef	0.926993	0.073007	2.58994e-07
Pla2g2f_mef	0.717863	0.282137	1.36853e-08
Pla2g2e_mef	0.995965	0.00403536	1.17197e-11
Pla2g2d_mef	0.955148	0.044852	8.21586e-09
Pla2g2a_mef	0.847407	0.152593	1.24047e-08
Pla2g12b_mef	0.955272	0.0447283	6.75926e-09
Pla1a_mef	0.935334	0.0646661	1.44665e-07
Pknox2_mef	0.359891	0.640034	7.504e-05
Pkn1_mef	0.943601	0.0563798	1.92422e-05
Pkib_mef	0.982531	0.0174693	2.62124e-09
Pkia_mef	0.0105452	0.988571	0.000883524
Pkhd1l1_mef	0.99139	0.00860991	1.89745e-09
Pkhd1_mef	1	8.24386e-08	5.80346e-21
Pkdrej_mef	0.986754	0.0132461	1.11812e-07
Pkd2l2_mef	0.999466	0.000533979	2.25173e-12
Pkd2l1_mef	0.755667	0.244332	2.34409e-07
Pkd1l2_mef	0.999536	0.00046415	1.12498e-13
Piwil4_mef	0.999813	0.000186515	9.63867e-12
Piwil1_mef	0.621697	0.378301	1.65054e-06
Pitx3_mef	0.800578	0.199413	8.34831e-06
Pitx1_mef	0.185135	0.813596	0.00126908
Pitpnm3_mef	0.700331	0.299664	5.09827e-06
Pitpnm2_mef	0.0440631	0.955419	0.000518197
Pira2$Lilrb3_mef	0.999998	2.3499e-06	3.44032e-15
Pip5kl1_mef	0.999887	0.000113353	3.36927e-10
Pip_mef	0.913775	0.0862202	5.08209e-06
Pilrb1_mef	0.959621	0.0403784	1.70523e-07
Pilra_mef	0.99993	7.04396e-05	1.29109e-09
Pik3r5_mef	0.999253	0.000746992	3.05066e-09
Pik3r3_mef	0.089845	0.90959	0.000564656
Pik3r1_mef	0.67493	0.32506	9.89538e-06
Pik3ip1_mef	0.0224889	0.975887	0.00162445
Pik3cg_mef	0.999152	0.000847673	8.86362e-10
Pik3c2g_mef	0.999979	2.0701e-05	3.75143e-12
Pik3ap1_mef	0.902074	0.0979249	8.18788e-07
Pih1d2_mef	0.996483	0.00351677	5.3648e-08
Pigz_mef	0.574816	0.425177	7.22768e-06
Pigu_mef	0.9991	0.00089989	2.43075e-10
Pigr_mef	0.955581	0.044419	8.52018e-08
Pign_mef	0.999444	0.000556336	7.29836e-08
Pigg_mef	0.731973	0.268022	4.79988e-06
Pigc_mef	0.0056423	0.992948	0.00140973
Pigb_mef	0.943581	0.0564101	8.66841e-06
Pi16_mef	0.994972	0.00502786	8.08612e-10
Pi15_mef	0.996448	0.00355163	1.41043e-10
Phyhip_mef	0.999333	0.000667332	2.62059e-09
Phxr4_mef	0.926688	0.0733124	4.1175e-08
Phxr2_mef	1	6.57396e-08	8.25479e-16
Phxr1_mef	0.85684	0.14316	1.03984e-07
Phox2b_mef	0.00816688	0.991465	0.000367662
Phox2a_mef	0.99541	0.00459018	3.14831e-08
Phospho1_mef	0.882005	0.117995	2.42693e-07
Phf21b_mef	0.999736	0.00026352	1.20144e-08
Phf2_mef	0.284045	0.715817	0.000137524
Phex_mef	0.999985	1.47322e-05	2.34243e-14
Phactr4_mef	0.99909	0.00090979	4.33724e-09
Phactr3_mef	0.942307	0.0576927	1.09397e-07
Phactr2_mef	0.878228	0.121764	7.7856e-06
Phactr1$Chst11_mef	0.995859	0.00414061	2.72789e-10
Pgr$ENSMUSG00000074510_mef	0.999987	1.27319e-05	3.93735e-14
Pgm2l1_mef	0.934694	0.065219	8.73158e-05
Pglyrp2_mef	0.999606	0.000393509	4.67662e-12
Pglyrp1_mef	0.998878	0.00112211	4.78144e-11
Pgk2_mef	0.999979	2.11648e-05	1.04306e-11
Pgf_mef	0.0549546	0.944713	0.000332623
Pgcp_mef	0.492063	0.507905	3.20217e-05
Pgc_mef	0.868892	0.131108	1.05233e-07
Pgbd5_mef	0.998687	0.00131304	8.87042e-08
Pftk1_mef	0.0486689	0.9513	3.1419e-05
Pfpl_mef	0.867743	0.132256	3.20734e-07
Pfn3_mef	0.976737	0.0232633	2.04503e-08
Pfkfb2_mef	0.998449	0.00155137	4.35499e-08
Pex2_mef	0.180382	0.819615	3.20747e-06
Pex11c_mef	0.982769	0.0172312	3.17946e-08
Pet2_mef	0.999995	4.81538e-06	7.69016e-14
Perld1_mef	0.900027	0.0999728	5.46563e-08
Per3_mef	0.998527	0.00147347	1.98127e-09
Per2_mef	0.998354	0.00164566	3.82981e-12
Peli2_mef	0.992404	0.00759573	4.92882e-08
Pdzrn3_mef	5.26635e-06	0.493657	0.506338
Pdzk1ip1_mef	0.499513	0.500483	4.69628e-06
Pdzk1_mef	0.757169	0.24283	7.68893e-07
Pdzd3_mef	0.98772	0.0122798	4.76033e-09
Pdyn_mef	0.999554	0.000446061	7.22585e-11
Pdx1_mef	0.995599	0.00440116	1.18333e-09
Pds5a_mef	0.976352	0.0236482	1.20488e-07
Pdlim3_mef	0.961575	0.0384249	2.08688e-08
Pdk2_mef	0.765703	0.234276	2.17469e-05
Pdia2_mef	0.999257	0.000743419	3.46507e-10
Pdha2_mef	0.999812	0.000187989	1.22828e-11
Pdgfra_mef	0.104074	0.895533	0.00039254
Pdgfd_mef	0.902028	0.0979671	5.22121e-06
Pdgfb_mef	0.643361	0.356635	4.573e-06
Pde8b_mef	0.243236	0.756538	0.00022628
Pde7b_mef	0.999022	0.000978042	2.1489e-10
Pde6h_mef	0.996732	0.00326756	1.55229e-10
Pde6g_mef	0.681932	0.31806	7.96488e-06
Pde6c_mef	0.956132	0.0438682	2.07576e-09
Pde6b_mef	0.918284	0.0817164	1.98357e-09
Pde6a_mef	0.999994	5.85525e-06	1.84936e-11
Pde4dip_mef	0.0997381	0.896036	0.00422575
Pde4d_mef	0.999809	0.000190996	3.78199e-11
Pde4b_mef	0.973402	0.0265976	1.16639e-09
Pde3a_mef	0.999558	0.00044246	3.16238e-10
Pde2a_mef	0.0337888	0.965329	0.000882111
Pde1c_mef	0.989097	0.0109034	4.69051e-09
Pde1a_mef	0.996461	0.00353857	5.08525e-08
Pde11a_mef	0.998953	0.00104738	4.65783e-09
Pde10a_mef	0.562163	0.437827	1.05549e-05
Pdcd1lg2_mef	0.996111	0.00388902	1.62719e-12
Pdcd1_mef	0.999957	4.31622e-05	2.27092e-13
Pdc_mef	0.999621	0.000379124	6.80945e-11
Pcyox1l_mef	0.97026	0.029738	2.2341e-06
Pctp_mef	0.391478	0.60845	7.29276e-05
Pcsk2_mef	0.999721	0.000278736	9.35451e-11
Pcsk1_mef	0.0764801	0.923455	6.51887e-05
Pcp4_mef	0.951829	0.0481711	1.56254e-09
Pcp2_mef	0.991868	0.00813172	3.44563e-09
Pcnxl2_mef	0.999748	0.00025159	3.19087e-10
Pclo_mef	0.999007	0.000992588	2.51913e-08
Pck1_mef	0.999941	5.90493e-05	2.91584e-14
Pcdhga1_mef	0.578371	0.421627	1.91895e-06
Pcdhb9_mef	0.995312	0.00468794	2.85062e-09
Pcdhb8_mef	0.309133	0.69084	2.67078e-05
Pcdhb7_mef	0.977625	0.022375	1.23105e-08
Pcdhb6_mef	0.993038	0.00696195	2.80208e-09
Pcdhb5_mef	0.0870808	0.912894	2.49726e-05
Pcdhb4_mef	0.998233	0.00176732	2.6431e-09
Pcdhb3_mef	0.96375	0.0362476	2.50821e-06
Pcdhb22_mef	0.212035	0.787949	1.66609e-05
Pcdhb21_mef	0.150683	0.848532	0.000784485
Pcdhb20_mef	0.0277758	0.971415	0.000809247
Pcdhb2_mef	0.71147	0.288525	4.8246e-06
Pcdhb19_mef	0.244891	0.755021	8.84605e-05
Pcdhb18_mef	0.999896	0.000103955	2.42936e-12
Pcdhb17_mef	0.000847331	0.987278	0.0118748
Pcdhb16_mef	0.968124	0.0318762	3.17533e-08
Pcdhb15_mef	0.994958	0.0050422	6.28223e-09
Pcdhb14_mef	0.999708	0.000292175	5.55518e-12
Pcdhb13_mef	0.987642	0.0123579	3.55606e-09
Pcdhb12_mef	0.999458	0.000542264	3.43539e-09
Pcdhb11_mef	0.996163	0.00383732	3.88554e-09
Pcdhb10_mef	0.992634	0.00736592	6.78058e-09
Pcdhb1_mef	0.998618	0.00138241	8.61379e-10
Pcdha1_mef	0.770632	0.229366	1.37597e-06
Pcdh9_mef	0.32106	0.678933	6.12908e-06
Pcdh8_mef	0.998653	0.00134718	6.18365e-10
Pcdh7_mef	0.825829	0.174159	1.16168e-05
Pcdh21_mef	0.946649	0.0533507	3.187e-09
Pcdh20_mef	0.984304	0.0156959	1.52193e-09
Pcdh18_mef	0.0036182	0.994295	0.00208724
Pcdh17_mef	0.999998	1.85352e-06	7.53421e-14
Pcdh15_mef	0.999811	0.000189416	4.30874e-10
Pcdh12_mef	0.994646	0.00535381	4.71718e-11
Pcdh10_mef	0.999884	0.000115913	4.17779e-10
Pcdh1_mef	0.991829	0.00817111	2.00523e-08
Pbx4_mef	0.98713	0.0128699	9.32656e-08
Pbsn_mef	0.99931	0.000689993	9.64128e-12
Pbp2_mef	0.827894	0.172106	6.34386e-07
Pbld_mef	0.998321	0.00167908	6.49643e-11
Pax9_mef	0.784449	0.215544	7.17328e-06
Pax8_mef	0.999806	0.000193703	5.3016e-14
Pax7_mef	0.971299	0.0287006	2.78889e-07
Pax6_mef	0.920914	0.0790858	5.57097e-07
Pax5_mef	0.656661	0.343328	1.06748e-05
Pax4_mef	0.0254455	0.974354	0.000200089
Pax3_mef	0.962931	0.0370692	5.62025e-09
Pax1_mef	0.770838	0.229157	5.24255e-06
Parvg_mef	0.602853	0.397145	2.00209e-06
Parp8_mef	0.0152868	0.978619	0.00609398
Parp6_mef	0.989503	0.0104965	5.79962e-07
Parp14_mef	0.999409	0.000591231	4.79912e-11
Park2_mef	0.997409	0.00258993	5.93207e-07
Pard3b_mef	0.975148	0.02485	2.02569e-06
Parc_mef	0.912102	0.0878982	4.35812e-08
Paqr9_mef	0.982537	0.017463	8.57424e-09
Paqr8_mef	0.724005	0.275983	1.17417e-05
Paqr7_mef	0.901362	0.0986384	7.87808e-08
Paqr6_mef	0.976523	0.0234765	5.14743e-08
Paqr5_mef	0.886541	0.113459	1.37761e-08
Paqr4_mef	0.100166	0.899344	0.000490788
Papss2_mef	1.33061e-05	0.919351	0.0806357
Pappa_mef	0.000109112	0.97129	0.0286013
Papolb_mef	0.999948	5.17586e-05	9.42212e-12
Papln_mef	0.990509	0.0094912	1.03126e-09
Pap_mef	1	3.63131e-07	2.49531e-16
Panx3_mef	0.998963	0.00103711	4.12481e-12
Panx2_mef	0.992641	0.00735857	1.34421e-08
Pamci_mef	0.999989	1.12074e-05	3.60053e-14
Palm2_mef	0.997374	0.00262606	5.93557e-09
Pak7_mef	0.984248	0.0157522	1.40535e-08
Pak6_mef	0.975417	0.0245822	4.11464e-07
Pak3_mef	0.0133302	0.974879	0.0117908
Pah_mef	0.948717	0.0512829	5.99765e-08
Pag1_mef	0.932584	0.0673586	5.72013e-05
Padi6_mef	0.722315	0.277684	5.63609e-07
Padi3_mef	0.980624	0.0193755	4.28171e-08
Padi1_mef	0.998646	0.00135363	1.75781e-11
Pacsin1_mef	0.846405	0.153593	1.77391e-06
Pacrg_mef	0.999626	0.000373617	2.00211e-08
Pabpnl1_mef	0.474859	0.52514	1.21309e-07
Pabpc5_mef	0.999999	8.81921e-07	1.7673e-16
Pabpc2_mef	0.903481	0.0965186	7.86716e-09
P4ha3_mef	0.00183904	0.997568	0.000593325
P42pop$Myodysa_mef	0.144439	0.855551	9.23416e-06
P2ry6_mef	0.918991	0.081009	1.61106e-08
P2ry4_mef	0.987364	0.0126361	1.74784e-09
P2ry2_mef	0.880497	0.119502	9.53068e-07
P2ry14_mef	0.99996	3.95807e-05	2.04174e-16
P2ry13_mef	0.994537	0.00546348	8.8842e-10
P2ry12_mef	0.999994	6.42289e-06	5.37774e-14
P2ry10_mef	0.999999	5.26027e-07	9.7378e-17
P2ry1_mef	0.997123	0.00287738	8.97934e-09
P2rxl1_mef	0.955512	0.0444881	1.07958e-09
P2rx7_mef	0.997491	0.00250914	2.11005e-09
P2rx4_mef	0.144392	0.855244	0.000364169
P2rx3_mef	0.999789	0.000210886	1.38895e-12
P2rx2_mef	0.845769	0.15423	9.54877e-07
P2rx1_mef	0.817908	0.182092	6.39769e-08
Oxtr_mef	0.999976	2.43146e-05	2.66871e-11
Oxsm_mef	0.999475	0.000524492	8.02893e-08
Oxgr1_mef	0.999129	0.000871337	1.45996e-10
Oxct2a_mef	0.999971	2.93644e-05	1.6011e-11
Ovol2_mef	0.987152	0.0128482	3.63519e-08
Ovol1_mef	0.992827	0.00717293	5.91181e-09
Otx1_mef	0.999936	6.40072e-05	2.53646e-11
Otud7a$LOC100044257_mef	0.00803542	0.991816	0.000148126
Otp_mef	0.585639	0.414359	1.60297e-06
Otos_mef	0.999953	4.72757e-05	6.85274e-13
Otor_mef	0.999766	0.000233515	2.41098e-12
Otop3_mef	0.833205	0.166795	9.20791e-08
Otop2_mef	0.990233	0.00976749	1.60089e-09
Otop1_mef	0.999908	9.2114e-05	5.77914e-12
Otof_mef	0.786303	0.213697	1.02912e-07
Otc_mef	0.999998	1.88392e-06	1.6251e-16
Ostb_mef	0.0497062	0.950252	4.17489e-05
Osr2_mef	0.99411	0.00588954	1.28717e-10
Osr1_mef	0.325108	0.674873	1.90671e-05
Osmr_mef	0.000536608	0.995014	0.00444984
Osgin1_mef	0.984844	0.0151561	7.488e-08
Oscar_mef	0.997123	0.00287719	1.19726e-09
Osbpl6_mef	0.952202	0.0477942	4.19813e-06
Osbpl5_mef	0.000267315	0.913243	0.0864893
Osbp2$LOC100044882_mef	0.804418	0.195582	1.85235e-07
Orm3_mef	0.999758	0.000241921	1.03164e-12
Orm2_mef	0.999996	4.23483e-06	3.67349e-17
Orm1_mef	0.999772	0.000227529	1.78941e-13
Optc_mef	0.49578	0.504207	1.33991e-05
Oprm1_mef	0.482339	0.517659	2.71546e-06
Oprl1_mef	0.99109	0.00890968	3.62427e-08
Oprk1_mef	0.643512	0.356487	1.32859e-06
Opn1sw_mef	0.991828	0.00817205	8.66279e-08
