Loci	ips_0	ips_1	ips_2	pips_0	pips_1	pips_2	mef_0	mef_1	mef_2
Slc25a23	0.983148	0.0168452	6.66046e-06	0.9866	0.0133995	4.68155e-07	0.993268	0.00673211	3.86973e-07
Slc25a18	0.999898	0.000101655	4.9704e-08	1	2.05587e-07	4.55466e-12	0.999822	0.000178171	7.9091e-08
Slc24a4	0.989097	0.0108967	6.23574e-06	0.992525	0.0074747	3.58557e-09	0.983508	0.0164745	1.7926e-05
Slc24a3	0.788012	0.211984	4.00167e-06	0.786865	0.213134	9.64122e-07	0.0514672	0.896875	0.0516582
Slc24a2	0.999628	0.000371808	2.62028e-07	0.999983	1.72934e-05	6.71734e-11	0.998563	0.00143533	1.24842e-06
Slc24a1	0.999972	2.84501e-05	9.72074e-09	1	2.18431e-09	9.17496e-14	0.999991	8.75299e-06	1.88689e-09
Slc23a3	0.999848	0.000152221	8.40893e-08	0.999999	7.82236e-07	1.16526e-11	0.999678	0.000321634	1.70663e-07
Slc23a1	0.99925	0.000748975	7.16539e-07	0.999997	3.41501e-06	1.06743e-11	0.999561	0.00043909	2.56184e-07
Slc22a9	0.999985	1.45775e-05	4.21443e-09	1	5.37526e-09	3.36321e-13	0.999956	4.40115e-05	1.34091e-08
Slc22a8	0.999796	0.000203895	1.23435e-07	0.999999	1.49929e-06	1.23362e-11	0.999418	0.000581743	3.73693e-07
Slc22a7	0.977238	0.0226842	7.7851e-05	0.997256	0.00274442	3.45335e-09	0.995911	0.00408679	1.79717e-06
Slc22a6	0.99983	0.000170154	9.70745e-08	0.999999	1.36062e-06	1.76665e-11	0.999587	0.000412999	2.37071e-07
Slc22a4	0.999986	1.37607e-05	3.9238e-09	1	9.06053e-09	6.44561e-13	0.999954	4.63665e-05	1.43084e-08
Slc22a3	0.999964	3.56352e-05	1.29069e-08	1	6.69202e-08	3.31337e-12	0.999876	0.000123872	4.95447e-08
Slc22a21	0.999882	0.00011775	5.65145e-08	0.999993	6.9995e-06	1.26134e-10	0.999124	0.000875475	6.42581e-07
Slc22a2	0.999902	9.76003e-05	4.6696e-08	0.999999	1.06509e-06	2.00113e-11	0.999499	0.000500692	3.06207e-07
Slc22a16	0.992592	0.00740497	3.20398e-06	0.994706	0.00529425	2.33463e-09	0.982212	0.0177606	2.7109e-05
Slc22a14	0.9994	0.000599137	4.65821e-07	0.999942	5.77278e-05	2.54626e-10	0.998765	0.0012338	9.79962e-07
Slc22a1	0.999182	0.000817575	7.01061e-07	0.999913	8.67256e-05	2.10571e-10	0.998218	0.00178045	1.60626e-06
Slc1a7	0.709375	0.290541	8.36857e-05	0.726942	0.273058	1.9747e-07	0.716585	0.283324	9.07504e-05
Slc1a6	0.995258	0.00474176	4.87551e-07	0.995614	0.00438606	1.41453e-07	0.00164396	0.625797	0.372559
Slc1a3	0.999548	0.000451762	3.59975e-07	0.999998	1.93065e-06	4.98017e-12	0.999151	0.000848546	6.19554e-07
Slc1a2	0.997154	0.00284374	2.73107e-06	0.999098	0.000901781	6.7245e-10	0.994857	0.00513707	5.816e-06
Slc1a1	0.999634	0.000365643	2.71362e-07	0.999999	6.81139e-07	5.20554e-12	0.999819	0.00018077	8.04846e-08
Slc19a3	0.998825	0.00117325	1.32556e-06	0.999992	8.28341e-06	1.41543e-11	0.999285	0.000714713	4.87923e-07
Slc18a3	0.998461	0.00153754	1.74944e-06	0.999883	0.00011716	1.78139e-10	0.998365	0.00163366	1.3922e-06
Slc18a2	0.999993	7.4612e-06	1.82936e-09	1	3.38871e-07	2.70463e-11	0.999512	0.000487957	2.96253e-07
Slc18a1	0.999953	4.65366e-05	1.81467e-08	1	3.51829e-08	1.25998e-12	0.999891	0.000108738	4.19419e-08
Slc17a7	0.99843	0.00156829	1.84066e-06	0.999905	9.45024e-05	2.15033e-10	0.998975	0.00102412	7.28093e-07
Slc17a6	0.999979	2.13658e-05	6.78142e-09	1	1.33122e-08	6.42574e-13	0.999883	0.000116969	4.60452e-08
Slc17a3	0.999963	3.65468e-05	1.33418e-08	1	1.736e-08	6.58878e-13	0.999901	9.90742e-05	3.72499e-08
Slc17a2	0.999915	8.50794e-05	3.93225e-08	1	3.94394e-07	4.40705e-12	0.999242	0.000757235	5.32588e-07
Slc17a1	0.999974	2.6109e-05	8.72309e-09	1	6.41761e-09	2.85741e-13	0.999941	5.91546e-05	1.94054e-08
Slc16a9	0.99957	0.000429839	2.6034e-07	0.999919	8.12741e-05	1.56532e-09	0.999411	0.000588766	3.37579e-07
Slc16a8	0.410763	0.589172	6.57137e-05	0.421388	0.578611	5.22358e-07	0.410539	0.589255	0.000206806
Slc16a7	0.997774	0.00222596	4.95358e-08	0.997325	0.002675	4.95143e-08	0.987715	0.0122667	1.83968e-05
Slc16a5	0.999403	0.000596449	5.11816e-07	0.999986	1.40756e-05	4.59692e-11	0.999076	0.000922822	6.84852e-07
Slc16a4	0.996914	0.00308257	3.31378e-06	0.99915	0.00084967	1.46826e-10	0.982287	0.0176732	3.99446e-05
Slc16a14	0.99949	0.000509898	4.2246e-07	0.999996	3.78824e-06	1.77012e-11	0.999533	0.000466687	2.77617e-07
Slc16a13	0.815689	0.184251	5.97667e-05	0.830554	0.169446	9.52786e-08	0.816525	0.183399	7.57346e-05
Slc16a12	0.999998	1.71066e-06	3.22175e-10	1	4.57479e-10	1.90005e-14	0.999792	0.000207436	9.63821e-08
Slc16a11	0.956544	0.0434468	9.69183e-06	0.960921	0.0390787	1.67436e-08	0.942865	0.0570802	5.44606e-05
Slc16a10	0.997488	0.00250944	2.91462e-06	0.999533	0.000467188	3.45859e-10	0.996204	0.00379189	4.11609e-06
Slc15a3	0.999964	3.58738e-05	1.30041e-08	1	1.1215e-07	4.93453e-12	0.999789	0.00021116	9.86088e-08
Slc15a2	0.992421	0.0075762	2.96997e-06	0.994394	0.00560548	1.27035e-07	0.996119	0.00388028	4.17129e-07
Slc15a1	0.998053	0.00194466	2.66918e-06	0.99998	1.97824e-05	1.23644e-10	0.999949	5.05126e-05	1.48419e-08
Slc14a2	0.951176	0.0488067	1.72644e-05	0.957927	0.0420731	1.98694e-08	0.945186	0.0547773	3.68895e-05
Slc14a1	0.999994	5.53197e-06	1.29096e-09	1	5.494e-09	1.41189e-13	0.999386	0.000613271	4.01832e-07
Slc13a4	0.993605	0.00638878	5.79118e-06	0.996907	0.00309338	1.58364e-09	0.990635	0.00935507	1.03941e-05
Slc13a3	0.999968	3.18472e-05	1.11926e-08	1	6.74578e-08	3.91101e-12	0.999898	0.000101993	3.86475e-08
Slc13a2	0.926543	0.073432	2.52116e-05	0.935214	0.0647864	3.68999e-08	0.924419	0.0755447	3.63984e-05
Slc13a1	0.999992	7.75631e-06	1.94337e-09	1	2.11338e-09	1.5029e-13	0.999974	2.58519e-05	6.95151e-09
Slc12a8	0.990518	0.00947792	3.86789e-06	0.992908	0.00709167	1.31681e-07	0.994888	0.00511105	5.38907e-07
Slc12a5	0.998447	0.00155121	1.29064e-06	0.999581	0.000418576	7.65363e-10	0.997209	0.00278809	2.60817e-06
Slc12a3	0.637707	0.36228	1.32483e-05	0.639765	0.360233	1.58712e-06	0.648787	0.351159	5.34639e-05
Slc12a1	0.999992	8.20129e-06	2.07991e-09	1	1.64457e-09	9.6331e-14	0.999939	6.12809e-05	2.02858e-08
Slc11a1	0.993552	0.00643401	1.41402e-05	0.999785	0.000215282	1.47787e-10	0.998217	0.00178109	1.47677e-06
Slc10a6	0.937886	0.0620654	4.82416e-05	0.951878	0.048122	1.92351e-08	0.938818	0.0611424	3.94348e-05
Slc10a4	0.99999	1.01921e-05	2.71235e-09	1	1.81052e-09	1.15919e-13	0.999977	2.27406e-05	5.94293e-09
Slc10a2	0.999998	1.62498e-06	3.03525e-10	1	3.06438e-10	2.24138e-14	0.999994	6.42462e-06	1.31132e-09
Slc10a1	0.999987	1.28572e-05	3.60833e-09	1	7.38621e-09	5.07445e-13	0.999948	5.1776e-05	1.6422e-08
Slamf8	0.999993	7.17397e-06	1.76762e-09	1	2.10003e-09	1.55499e-13	0.999979	2.11114e-05	5.42824e-09
Slamf7	0.999918	8.16378e-05	3.73928e-08	1	1.16787e-07	3.97895e-12	0.999935	6.54628e-05	2.20331e-08
Slamf6	0.999849	0.000151049	8.34636e-08	1	4.17394e-07	6.11354e-12	0.999747	0.000252844	1.24607e-07
Slamf1	0.999976	2.44915e-05	8.04693e-09	1	1.67771e-08	9.18673e-13	0.99993	7.02187e-05	2.40775e-08
Sla2	0.992305	0.00769136	3.44213e-06	0.994534	0.00546639	4.87139e-09	0.988551	0.0114386	1.02767e-05
Sla	0.999957	4.31149e-05	1.64456e-08	1	8.11932e-08	2.49202e-12	0.999737	0.000263274	1.31468e-07
Skap1	0.999959	4.0792e-05	1.53392e-08	1	3.10507e-08	1.03731e-12	0.999844	0.000156412	6.68747e-08
Six6	0.99999	9.727e-06	2.56149e-09	1	2.50201e-09	1.78834e-13	0.999986	1.42835e-05	3.38367e-09
Six5	0.0978477	0.90213	2.20278e-05	0.0973432	0.902655	1.8144e-06	0.0867041	0.91275	0.000545889
Six3$E130112M24Rik	0.999125	0.000874141	7.44846e-07	0.999889	0.000110866	5.24224e-10	0.998944	0.00105556	7.47846e-07
Sit1	0.999621	0.000378228	2.74886e-07	0.99999	1.03675e-05	7.02855e-11	0.999326	0.000673158	4.48868e-07
Sirpa	0.617059	0.382931	1.00319e-05	0.617794	0.382206	3.10182e-07	0.554503	0.444958	0.00053907
Sim2	0.999961	3.92263e-05	1.45631e-08	1	1.3323e-07	1.99014e-12	0.999144	0.000855143	6.27316e-07
Sim1	0.999906	9.39637e-05	4.4439e-08	0.999999	1.0407e-06	2.43609e-11	0.999603	0.000396818	2.24997e-07
Siglech	0.938116	0.0618639	1.98486e-05	0.945475	0.0545247	2.11941e-08	0.927428	0.0725129	5.87324e-05
Siglecg	0.52447	0.475516	1.45746e-05	0.525694	0.474303	2.47967e-06	0.0166286	0.927012	0.0563592
Siglece	0.993726	0.00626975	3.90424e-06	0.996199	0.00380086	2.51871e-09	0.989769	0.0102201	1.08949e-05
Siglec5	0.999949	5.10497e-05	2.0438e-08	1	1.11399e-08	4.23199e-13	0.999996	4.34093e-06	8.31317e-10
Siglec1	0.992619	0.00737432	6.85929e-06	0.996338	0.00366229	2.18258e-09	0.990964	0.0090271	8.6118e-06
Sidt1	0.999933	6.68895e-05	2.88936e-08	1	1.04035e-07	3.45673e-12	0.999882	0.000118147	4.66263e-08
Shroom1	0.997088	0.00291012	1.73232e-06	0.998471	0.00152925	1.00866e-09	0.99091	0.00907727	1.29941e-05
Shox2	0.998906	0.00109342	1.83079e-07	0.999104	0.000895704	2.96283e-09	0.140983	0.821771	0.0372463
Shh	0.997211	0.00278615	2.58747e-06	0.999081	0.00091891	1.29774e-09	0.996582	0.00341531	2.90668e-06
She	0.9923	0.00768073	1.91181e-05	0.999984	1.59718e-05	3.47628e-11	0.999874	0.000125786	4.81724e-08
Shd	0.985711	0.01428	9.29784e-06	0.990262	0.00973808	4.3042e-09	0.981095	0.0188862	1.88254e-05
Shc4	0.936922	0.0630714	6.13676e-06	0.939667	0.0603326	2.10173e-08	0.841188	0.158226	0.000586581
Shc3	0.998887	0.001112	9.66475e-07	0.999809	0.00019051	5.88269e-10	0.998412	0.00158707	1.26628e-06
Shbg	0.997286	0.00271236	1.91438e-06	0.998781	0.00121866	1.12356e-09	0.99398	0.00601291	6.94691e-06
Sh3tc2	0.988276	0.011699	2.45952e-05	0.997393	0.00260695	2.57504e-09	0.995356	0.00464109	2.62538e-06
Sh3rf2	0.98087	0.0191214	9.00745e-06	0.985263	0.0147369	1.15389e-08	0.979212	0.0207759	1.24151e-05
Sh3rf1	0.129471	0.8705	2.90261e-05	0.130645	0.869354	1.36148e-06	0.0886925	0.910001	0.00130649
Sh3pxd2a	0.0878304	0.912132	3.73314e-05	0.0894617	0.910537	1.67214e-06	0.0838905	0.915675	0.000434984
Sh3px3	0.0450693	0.954918	1.2985e-05	0.0347217	0.965262	1.61739e-05	0.0112687	0.986134	0.00259762
Sh3md4	0.99814	0.00185928	9.91657e-07	0.999058	0.000941624	4.63024e-10	0.98592	0.014052	2.79935e-05
Sh3bp5	0.728176	0.271818	6.10481e-06	0.728036	0.271963	2.3436e-07	0.640529	0.358796	0.000675733
Sh3bp2	0.0450453	0.954937	1.81122e-05	0.0350476	0.964919	3.35354e-05	0.0444049	0.955357	0.000237971
Sh2d5	0.998481	0.00151668	1.90402e-06	0.999995	4.79289e-06	1.68241e-11	0.99986	0.000139697	5.70173e-08
Sh2d4b	0.999927	7.28493e-05	3.22883e-08	1	4.99441e-08	1.69574e-12	0.999962	3.80377e-05	1.11853e-08
Sh2d1b1	0.952128	0.0478642	8.10753e-06	0.955868	0.0441319	1.40142e-08	0.916202	0.0836431	0.000155247
Sh2b2	0.920795	0.079181	2.43021e-05	0.929167	0.0708328	9.12108e-08	0.926114	0.0738682	1.79798e-05
Sgsh	0.279853	0.720132	1.56398e-05	0.279393	0.720606	9.04902e-07	0.217734	0.781194	0.00107174
Sgpp2	0.999969	3.08978e-05	1.07851e-08	1	1.56691e-08	8.11651e-13	0.99996	3.98282e-05	1.18434e-08
Sgpp1	0.0037642	0.996199	3.7143e-05	0.00288014	0.997106	1.35784e-05	0.00286401	0.996301	0.000834993
Sgms2	0.919196	0.0808019	2.14933e-06	0.919141	0.0808592	7.1549e-08	0.836261	0.163269	0.000469709
Sgip1$Ccrn4l	0.999994	6.10996e-06	1.45554e-09	1	1.14174e-09	7.71445e-14	0.999972	2.78519e-05	7.61668e-09
Sgcg	0.998218	0.00178027	1.59841e-06	0.999543	0.000456832	5.75077e-10	0.996601	0.00339522	3.48345e-06
Sgcd	0.999579	0.000420652	1.65698e-07	0.999816	0.000184164	4.21307e-10	0.99279	0.00719879	1.14531e-05
Sgcb	0.267591	0.732381	2.8696e-05	0.270302	0.729697	1.30607e-06	0.0740609	0.918766	0.00717299
Sgca	0.952324	0.0476625	1.3654e-05	0.957991	0.0420094	1.67264e-08	0.940466	0.0594808	5.33095e-05
Sfxn5	0.99835	0.00164766	1.89305e-06	0.999855	0.000144808	9.86914e-11	0.996681	0.00331525	3.78982e-06
Sfxn4	0.965753	0.0342367	1.0689e-05	0.970579	0.0294209	9.63994e-09	0.949238	0.0506982	6.4279e-05
Sftpd	0.998855	0.00114406	8.74565e-07	0.999709	0.000290887	7.96475e-10	0.997775	0.00222323	1.96717e-06
Sftpc	0.999637	0.000362604	2.43409e-07	0.999972	2.78205e-05	7.13932e-11	0.997446	0.00255153	2.74746e-06
Sftpa1	0.999953	4.71511e-05	1.84528e-08	1	3.8017e-08	1.37235e-12	0.999891	0.00010868	4.19129e-08
Sfpi1	0.783172	0.216794	3.3837e-05	0.792455	0.207544	2.80352e-07	0.790426	0.209529	4.50054e-05
Sfmbt1	0.792726	0.207151	0.000123367	0.817373	0.182626	1.26353e-07	0.808395	0.191545	6.02167e-05
Sfi1	0.983597	0.0163979	5.53948e-06	0.986653	0.0133467	8.86412e-08	0.987452	0.0125463	1.99479e-06
Sez6l2	0.997668	0.00232931	2.88765e-06	0.999702	0.000297949	8.12617e-10	0.998853	0.00114675	7.03134e-07
Sez6l	0.999753	0.000247283	1.59444e-07	0.999998	1.95224e-06	1.81856e-11	0.999574	0.000425274	2.46185e-07
Sez6	0.244047	0.7559	5.28674e-05	0.250311	0.749688	8.06272e-07	0.238561	0.761115	0.000324764
Sertad4	0.960379	0.0395111	0.000110054	0.985412	0.0145878	6.31307e-07	3.29256e-05	0.208964	0.791003
Serpini1	0.98416	0.0157955	4.43714e-05	0.997832	0.00216776	2.42404e-09	0.996291	0.00370702	1.89814e-06
Serpind1	0.99988	0.000120039	6.16797e-08	1	3.95981e-07	7.60183e-12	0.999763	0.000236425	1.14159e-07
Serpinc1	0.99989	0.000109664	5.41531e-08	0.999998	1.56938e-06	1.92263e-11	0.999194	0.000805546	5.77914e-07
Serpinb9g$OTTMUSG00000000724	0.999997	2.53875e-06	5.1108e-10	1	5.62655e-10	4.326e-14	0.999995	5.38079e-06	1.06625e-09
Serpinb9d	0.999944	5.6307e-05	2.31507e-08	1	8.21089e-08	3.00901e-12	0.999883	0.000116845	4.59726e-08
Serpinb9c	0.999994	6.09775e-06	1.45202e-09	1	1.36269e-09	9.86679e-14	0.999982	1.81148e-05	4.50743e-09
Serpinb9	0.802154	0.197845	1.18138e-06	0.789812	0.210187	1.79225e-06	0.472483	0.522989	0.00452793
Serpinb8	0.00527733	0.994582	0.000140748	0.000584594	0.999157	0.000258383	0.00587504	0.993637	0.000488298
Serpinb7	0.999986	1.44161e-05	2.61084e-09	0.999985	1.53004e-05	1.9308e-08	0.999976	2.44148e-05	6.11927e-09
Serpinb6b	0.999487	0.00051264	3.58843e-07	0.999933	6.73351e-05	3.91284e-11	0.990022	0.00995916	1.85888e-05
Serpinb5	0.999349	0.00065052	2.30248e-08	0.998862	0.00112992	8.1878e-06	0.999835	0.000165272	1.45843e-08
Serpinb3b	0.999992	8.30025e-06	9.93304e-10	0.999976	2.43472e-05	5.68483e-08	0.999996	4.10138e-06	7.1183e-10
Serpinb2	0.993985	0.00600163	1.33532e-05	0.999977	2.34262e-05	7.86053e-11	0.999945	5.53264e-05	1.6439e-08
Serpinb1b	0.99999	1.00388e-05	2.66237e-09	1	2.73543e-09	1.87363e-13	0.999974	2.60991e-05	7.03301e-09
Serpinb1a	0.907678	0.092188	0.000133524	0.935519	0.064481	1.2665e-07	0.936723	0.0632668	1.02365e-05
Serpinb12	0.999982	1.80843e-05	5.3212e-09	0.999999	1.15348e-06	2.97988e-10	0.999945	5.48804e-05	1.75909e-08
Serpinb11	0.999718	0.000282251	3.28059e-08	0.999721	0.000279194	1.81629e-07	0.999729	0.000270494	7.54843e-08
Serpina9	0.999913	8.68217e-05	4.03892e-08	1	3.63876e-07	9.67847e-12	0.99977	0.000229772	1.09998e-07
Serpina7	0.999998	1.56958e-06	2.91563e-10	1	2.72166e-10	1.9732e-14	0.999995	5.33538e-06	1.05579e-09
Serpina6	0.999982	1.81559e-05	5.53289e-09	1	1.97469e-08	1.32236e-12	0.999926	7.37476e-05	2.56147e-08
Serpina5	0.999995	4.66418e-06	1.05198e-09	1	9.2211e-10	6.7153e-14	0.999985	1.5038e-05	3.59988e-09
Serpina3n	0.0877725	0.912218	9.9096e-06	0.0734012	0.926584	1.46484e-05	0.0238902	0.972974	0.00313606
Serpina3k	0.999995	4.96233e-06	1.13311e-09	1	8.45878e-10	6.1499e-14	0.999991	9.01608e-06	1.95421e-09
Serpina3g	0.986106	0.0138925	1.77108e-06	0.987274	0.0127257	1.51884e-08	0.152532	0.813206	0.0342622
Serpina3c	0.999996	3.89326e-06	8.47781e-10	1	6.74784e-10	4.90245e-14	0.999989	1.14584e-05	2.5986e-09
Serpina1f	0.999991	8.79641e-06	2.2653e-09	1	2.08153e-09	1.49604e-13	0.999987	1.29365e-05	3.00438e-09
Serpina12	0.999792	0.000207521	1.26448e-07	0.999999	1.40054e-06	1.77855e-11	0.999681	0.000318626	1.68351e-07
Serhl	0.956137	0.0438593	4.2014e-06	0.958206	0.0417942	5.13891e-08	0.949391	0.0505835	2.52093e-05
Senp7	0.325361	0.674633	5.73282e-06	0.312474	0.687522	3.72376e-06	0.265489	0.733774	0.000736562
Senp5	0.00308344	0.996866	5.04212e-05	0.00229255	0.99768	2.78993e-05	0.000459041	0.996223	0.00331843
Sema7a	0.22431	0.775658	3.21091e-05	0.227186	0.772813	1.07691e-06	0.108024	0.888755	0.00322173
Sema6d	0.998101	0.00189821	5.00117e-07	0.998615	0.00138528	1.75906e-09	0.988203	0.0117767	2.0243e-05
Sema6b	0.962145	0.037845	9.64341e-06	0.966566	0.033434	1.38766e-08	0.949274	0.0506763	5.01232e-05
Sema6a	0.986941	0.0130556	3.49635e-06	0.989115	0.010885	3.19394e-09	0.956476	0.0434171	0.000107357
Sema5a	0.999986	1.42625e-05	4.09723e-09	1	4.07653e-08	3.59914e-13	0.997892	0.00210569	2.1363e-06
Sema3g	0.999718	0.000282263	1.86767e-07	0.999994	6.42964e-06	8.47024e-11	0.99962	0.000379888	2.10235e-07
Sema3f	0.00784897	0.992113	3.7875e-05	0.00644236	0.993535	2.26919e-05	0.000742418	0.994613	0.0046444
Sema3d$LOC100044160	0.99996	3.97959e-05	1.48344e-08	1	1.28894e-07	2.2131e-12	0.999281	0.000718137	4.96205e-07
Sema3b	0.625776	0.374217	7.08925e-06	0.62477	0.375229	5.40219e-07	0.602506	0.397301	0.000192886
Selplg	0.731052	0.268892	5.52979e-05	0.744117	0.255883	1.46768e-07	0.726358	0.273522	0.000119919
Selp	0.999396	0.000603472	4.93111e-07	0.999962	3.78655e-05	1.0521e-10	0.998461	0.00153766	1.3522e-06
Sell	0.999745	0.000254415	1.65665e-07	0.999998	1.9362e-06	1.56051e-11	0.999513	0.000487079	2.9477e-07
Sele	0.99999	1.00194e-05	2.65594e-09	1	3.83097e-09	2.55166e-13	0.99995	5.04017e-05	1.58792e-08
Sel1l2	0.999138	0.00086101	7.90056e-07	0.999938	6.23599e-05	2.27791e-10	0.998991	0.00100835	7.35951e-07
Sectm1b	0.999967	3.27413e-05	1.15992e-08	1	4.00268e-08	2.22962e-12	0.999931	6.90124e-05	2.35551e-08
Sectm1a	0.999989	1.14897e-05	3.14211e-09	1	2.70327e-09	1.84494e-13	0.999986	1.39742e-05	3.29579e-09
Sec16b	0.999953	4.72955e-05	1.42812e-08	0.999986	1.40414e-05	4.23306e-11	0.592349	0.402073	0.00557772
Sec1	0.999801	0.000199187	1.19838e-07	0.999999	1.22735e-06	2.72429e-11	0.999885	0.000114527	4.46504e-08
Sebox	0.990945	0.0090487	5.96457e-06	0.994285	0.00571485	3.24983e-09	0.987278	0.0127094	1.26142e-05
Sdsl	0.523904	0.476069	2.67034e-05	0.528946	0.471054	4.28632e-07	0.515064	0.484756	0.000179664
Sds	0.188238	0.811717	4.53614e-05	0.192604	0.807395	9.64443e-07	0.180176	0.819428	0.00039533
Sdro	0.99989	0.000110231	5.50132e-08	0.999999	6.57969e-07	1.19212e-11	0.999631	0.000369069	2.04607e-07
Sdk2	0.991916	0.00807636	7.31118e-06	0.995802	0.00419763	1.96797e-09	0.988903	0.0110849	1.20363e-05
Sdk1	0.988834	0.0111591	6.61543e-06	0.992412	0.00758791	4.39588e-09	0.985106	0.0148799	1.37188e-05
Sdccag8	0.883379	0.116619	1.68594e-06	0.881456	0.118544	2.93371e-07	0.855403	0.144484	0.000113502
Scx	0.999913	8.74347e-05	2.99619e-08	0.999975	2.51053e-05	3.48791e-11	0.949462	0.0503406	0.000197234
Scube2	0.99997	2.97814e-05	1.02966e-08	1	9.21458e-09	4.16882e-13	0.999948	5.15105e-05	1.63167e-08
Scrt1	0.994323	0.00567276	4.24227e-06	0.996961	0.00303868	1.49729e-09	0.989456	0.0105308	1.31934e-05
Scrg1	0.999964	3.55546e-05	1.28786e-08	1	3.51745e-08	1.26959e-12	0.999823	0.00017667	7.8266e-08
Sco1	0.0316402	0.968325	3.52296e-05	0.0318307	0.968166	3.38901e-06	0.0325288	0.967074	0.00039757
Scnn1g	0.999949	5.10305e-05	2.04112e-08	1	5.95281e-08	2.40674e-12	0.999912	8.83118e-05	3.21778e-08
Scnn1b	0.998785	0.0012143	9.6143e-07	0.9997	0.000299505	6.65848e-10	0.997509	0.00248862	2.32256e-06
Scnn1a	0.710466	0.289511	2.33248e-05	0.716534	0.283465	1.85138e-07	0.695598	0.304255	0.000146787
Scn9a	0.999992	8.3593e-06	2.12864e-09	1	3.91822e-09	3.07227e-13	0.999975	2.53812e-05	6.7968e-09
Scn8a	0.999775	0.000225241	1.41044e-07	0.999999	1.45673e-06	1.42725e-11	0.999594	0.000406202	2.31882e-07
Scn7a	0.999991	9.23933e-06	2.4053e-09	1	2.71379e-09	1.61433e-13	0.999928	7.14951e-05	2.46323e-08
Scn5a	0.987345	0.0126509	3.97286e-06	0.989758	0.0102416	6.17253e-09	0.97935	0.0206276	2.22821e-05
Scn4b	0.999765	0.000234586	1.32216e-07	0.999976	2.37078e-05	8.68436e-10	0.999707	0.000293245	1.43803e-07
Scn4a	0.9999	9.99625e-05	4.85234e-08	1	4.04629e-07	9.26324e-12	0.999755	0.000244789	1.19453e-07
Scn3b	0.999541	0.000458873	3.68761e-07	0.999999	9.06104e-07	6.48639e-12	0.999855	0.000144599	6.02872e-08
Scn3a	0.999973	2.73791e-05	9.26158e-09	1	2.77056e-09	1.1966e-13	0.999982	1.79759e-05	4.46557e-09
Scn2b	0.999774	0.000226348	1.41993e-07	0.999999	1.42923e-06	1.5502e-11	0.999651	0.000349303	1.89996e-07
Scn2a1	0.999991	8.50669e-06	2.17463e-09	1	1.9826e-09	1.24346e-13	0.999952	4.82316e-05	1.50301e-08
Scn1a	0.999992	8.24173e-06	2.09234e-09	1	2.4433e-09	1.76423e-13	0.999976	2.41403e-05	6.39259e-09
Scn11a	0.999623	0.000376653	2.77713e-07	0.999994	5.68406e-06	3.19901e-11	0.999345	0.000654449	4.3491e-07
Scn10a	0.999985	1.54243e-05	4.51883e-09	1	1.23621e-08	9.28442e-13	0.999963	3.6632e-05	1.06771e-08
Scml4	0.999943	5.74057e-05	2.37287e-08	1	9.39114e-08	3.53965e-12	0.999886	0.000113815	4.44518e-08
Scin	0.999987	1.25111e-05	3.48883e-09	1	8.20895e-09	6.64049e-13	0.999981	1.94008e-05	4.8982e-09
Scgb3a2	0.999941	5.85965e-05	2.43386e-08	1	1.60277e-07	6.1221e-12	0.99985	0.000150151	6.34213e-08
Scgb3a1	0.861751	0.138236	1.32539e-05	0.866271	0.133729	6.2576e-07	0.872309	0.127675	1.67909e-05
Scgb1a1	0.999991	8.90348e-06	2.29894e-09	1	2.76516e-09	1.96337e-13	0.999972	2.79796e-05	7.65953e-09
Scg5	0.997595	0.00240502	1.13323e-07	0.996205	0.00375362	4.16374e-05	0.999353	0.000647143	4.25144e-08
Scg3	0.996884	0.0031119	4.31752e-06	0.999592	0.00040821	3.00717e-10	0.996948	0.00304918	3.00993e-06
Scg2	0.999941	5.88065e-05	2.44836e-08	1	7.52264e-08	1.79607e-12	0.99975	0.000249853	1.22784e-07
Scfd2	0.901579	0.0983255	9.5204e-05	0.923544	0.076456	1.16977e-07	0.923232	0.0767534	1.43846e-05
Scel	0.999973	2.68787e-05	9.03279e-09	1	7.34977e-08	3.8045e-12	0.999814	0.000185817	8.35428e-08
Scarf2	0.0734635	0.926514	2.21425e-05	0.0706474	0.929339	1.38776e-05	0.00282812	0.983539	0.0136325
Scarf1	0.983219	0.0167547	2.58637e-05	0.992611	0.00738871	6.46686e-09	0.989518	0.0104766	5.20048e-06
Scara5	0.375984	0.623987	2.92398e-05	0.373723	0.626232	4.52246e-05	0.450364	0.54959	4.61757e-05
Scara3	0.775356	0.224642	1.98509e-06	0.768638	0.23136	1.89381e-06	0.116582	0.855551	0.027867
Sbsn	0.00101775	0.998878	0.000104336	0.000183014	0.999723	9.38737e-05	0.000625826	0.998283	0.00109118
Sbno2	0.00705067	0.992921	2.81357e-05	0.00521664	0.99477	1.32283e-05	0.00626132	0.993191	0.000547311
Sardh	0.0737413	0.926235	2.36043e-05	0.0731461	0.926851	2.89062e-06	0.0272578	0.970024	0.00271809
Saps2	0.982384	0.0176101	5.5056e-06	0.985424	0.0145757	8.17875e-09	0.974593	0.0253821	2.44778e-05
Samsn1$Caps2	0.99998	1.96049e-05	6.09178e-09	1	3.84919e-09	2.07571e-13	0.999973	2.68621e-05	7.28584e-09
Samd7	0.999993	6.74995e-06	1.64186e-09	1	1.1419e-09	8.16547e-14	0.999992	7.57249e-06	1.5904e-09
