Loci	ips_0	ips_1	ips_2
P2ry1	0.990047	0.00984148	0.000111836
P2rxl1	0.789182	0.206789	0.0040289
P2rx7	0.940632	0.0585211	0.000846549
P2rx4	0.578592	0.411038	0.0103704
P2rx3	0.958446	0.0409969	0.000557209
P2rx2	0.883783	0.114314	0.0019025
P2rx1	0.883815	0.114283	0.00190186
Oxtr	0.994813	0.0051312	5.56988e-05
Oxsm	0.819696	0.177008	0.00329589
Oxgr1	0.999466	0.000528336	5.86923e-06
Oxct2a	0.988966	0.0109087	0.000125121
Ovol2	0.891632	0.106622	0.001746
Ovol1	0.988885	0.0109891	0.00012613
Otx1	0.998536	0.00144828	1.53572e-05
Otud7a$LOC100044257	0.806281	0.190106	0.00361269
Otp	0.945242	0.0539882	0.000769506
Otos	0.996372	0.00358974	3.83665e-05
Otor	0.997238	0.00273279	2.89987e-05
Otop3	0.966402	0.0331622	0.000435828
Otop2	0.983099	0.0167006	0.000200243
Otop1	0.993252	0.00667414	7.36001e-05
Otof	0.964983	0.0345596	0.000457082
Otc	0.999588	0.000407131	4.62302e-06
Ostb	0.669632	0.323032	0.00733632
Osr2	0.996333	0.00362806	3.87901e-05
Osr1	0.961201	0.0382841	0.00051458
Osmr	0.736163	0.258429	0.00540827
Osgin1	0.962563	0.0369435	0.000493745
Oscar	0.96613	0.0334301	0.000439888
Osbpl6	0.983008	0.0167903	0.000201442
Osbpl5	0.718895	0.275218	0.00588707
Osbp2$LOC100044882	0.789988	0.206003	0.00400895
Orm3	0.997229	0.00274227	2.91013e-05
Orm2	0.999397	0.000596002	6.56333e-06
Orm1	0.997476	0.0024974	2.6462e-05
Optc	0.890205	0.108021	0.00177421
Oprm1	0.976908	0.0228081	0.000284218
Oprl1	0.993183	0.00674303	7.44112e-05
Oprk1	0.952486	0.0468624	0.000651442
Opn1sw	0.983298	0.016504	0.000197616
Opn1mw	0.915135	0.0835679	0.00129718
Oplah	0.767434	0.227988	0.00457836
Ophn1	0.886814	0.111344	0.00184169
Opcml	0.997218	0.00275234	2.92101e-05
Oosp1	0.996784	0.00318203	3.38843e-05
Oog4	0.992654	0.0072654	8.05929e-05
Oog2	0.999523	0.000471863	5.28926e-06
Onecut3	0.997009	0.00295961	3.14583e-05
Onecut2	0.998292	0.00169025	1.78888e-05
Omt2a	0.999494	0.00049994	5.57773e-06
Omp	0.693467	0.299913	0.0066194
Omd	0.959901	0.0395641	0.000534617
Olr1	0.99925	0.000741736	8.05766e-06
Olig3	0.986819	0.0130286	0.000152049
Olfr870	0.983218	0.016583	0.00019867
Olfr78	0.990463	0.00942978	0.000106763
Olfr749	0.993213	0.00671273	7.40543e-05
Olfr74	0.999029	0.000960644	1.03067e-05
Olfr73	0.99823	0.0017519	1.85366e-05
Olfr71	0.955113	0.0442778	0.000609581
Olfr701	0.962519	0.0369865	0.000494409
Olfr70	0.990274	0.00961677	0.000109063
Olfr690	0.997721	0.0022555	2.3872e-05
Olfr68	0.998973	0.00101609	1.08778e-05
Olfr672	0.992947	0.00697631	7.71649e-05
Olfr658	0.996627	0.00333724	3.55853e-05
Olfr65	0.990217	0.00967343	0.000109762
Olfr558	0.979723	0.0200314	0.000245488
Olfr544	0.976601	0.0231101	0.000288483
Olfr49	0.992427	0.00748941	8.32605e-05
Olfr480	0.998924	0.00106455	1.13776e-05
Olfr315	0.996163	0.0037962	4.06533e-05
Olfr288	0.978139	0.0215936	0.000267169
Olfr2	0.998621	0.00136424	1.44821e-05
Olfr17	0.998008	0.00197081	2.08464e-05
Olfr160	0.986773	0.0130741	0.000152635
Olfr16	0.975002	0.0246875	0.000310922
Olfr159	0.982138	0.0176486	0.000212979
Olfr157	0.972938	0.0267216	0.000340248
Olfr156	0.996615	0.00334947	3.57196e-05
Olfr155	0.999214	0.000778038	8.4301e-06
Olfr154	0.996965	0.00300271	3.19273e-05
Olfr1509	0.997181	0.00278931	2.96103e-05
Olfr1508	0.962264	0.037238	0.000498309
Olfr1507	0.998387	0.001596	1.69005e-05
Olfr15	0.652299	0.339824	0.00787683
Olfr140	0.973928	0.0257457	0.000326125
Olfr1344	0.994797	0.00514715	5.58812e-05
Olfr1264	0.99889	0.00109819	1.17249e-05
Olfr112	0.992657	0.00726262	8.05599e-05
Olfml3	0.693013	0.300354	0.00663277
Olfml2b	0.507327	0.479547	0.0131262
Olfml2a	0.952282	0.0470635	0.000654721
Olfml1	0.983672	0.0161349	0.000192698
Olfm4	0.999379	0.000614211	6.75004e-06
Olfm3	0.999645	0.000351	4.04324e-06
Olfm2	0.941554	0.0576147	0.000831027
Olah	0.984705	0.0151154	0.000179209
Oit3	0.994355	0.0055843	6.09015e-05
Oit1	0.82399	0.172814	0.00319629
Ogn	0.863792	0.133893	0.00231543
Odz2	0.987233	0.01262	0.000146806
Odf4	0.993747	0.00618512	6.78707e-05
Odf3	0.611065	0.379704	0.0092312
Odf1	0.981993	0.0177925	0.000214921
Odam	0.999275	0.000717129	7.80528e-06
Ocln	0.656494	0.335762	0.00774452
Oc90	0.909831	0.0887735	0.0013958
Obscn	0.984085	0.0157278	0.000187295
Obp1a	0.999274	0.000718147	7.81572e-06
Obox6	0.536895	0.451168	0.011937
Obox5	0.995206	0.00474264	5.1275e-05
Obox3	0.976161	0.0235446	0.000294637
Oaz3	0.996264	0.0036963	3.95455e-05
Oasl2	0.993256	0.0066705	7.35573e-05
Oasl1	0.684467	0.308646	0.00688658
Oas3	0.886339	0.11181	0.00185119
Oas1h	0.981431	0.0183468	0.000222432
Oas1f	0.827746	0.169144	0.00310989
Oas1c	0.876185	0.121758	0.00205705
OTTMUSG00000015915	0.994744	0.00519919	5.64765e-05
OTTMUSG00000015859	0.984825	0.0149976	0.000177659
OTTMUSG00000015529	0.998678	0.00130781	1.38955e-05
OTTMUSG00000010433	0.999586	0.0004093	4.64537e-06
OTTMUSG00000010009	0.999699	0.000297765	3.49062e-06
OTTMUSG00000008911	0.998511	0.00147371	1.56225e-05
OTTMUSG00000008561$LOC230628	0.931254	0.0677387	0.00100762
OTTMUSG00000007392	0.994517	0.00542433	5.90593e-05
OTTMUSG00000005148	0.999501	0.000493912	5.51581e-06
OTTMUSG00000004461	0.698375	0.29515	0.00647548
OTTMUSG00000002196	0.96535	0.0341989	0.000451579
OTTMUSG00000000971	0.768672	0.226781	0.00454647
OTTMUSG00000000934	0.942667	0.0565205	0.000812365
OTTMUSG00000000651	0.999609	0.000386387	4.40903e-06
OTTMUSG00000000421	0.951214	0.0481136	0.000671895
ORF9	0.996827	0.00313997	3.34244e-05
ORF63	0.996676	0.00328871	3.50528e-05
ORF34	0.698742	0.294793	0.00646476
ORF28	0.702279	0.291359	0.00636189
Nyx	0.923319	0.0755324	0.00114821
Nxph2	0.999489	0.000505086	5.63057e-06
Nxph1	0.995805	0.00415051	4.46034e-05
Nxf7	0.994219	0.00571825	6.24484e-05
Nxf2	0.864916	0.132792	0.00229166
Nudt7	0.919793	0.0789948	0.00121191
Nudt15	0.699787	0.293778	0.00643429
Nudt12	0.8572	0.140344	0.00245597
Nudt10	0.928674	0.0702733	0.00105291
Ntsr2	0.969663	0.0299489	0.000387641
Ntsr1	0.990447	0.00944588	0.000106961
Nts	0.998773	0.00121428	1.29255e-05
Ntrk2	0.842838	0.154392	0.00276958
Ntng2	0.961443	0.0380463	0.000510873
Ntng1	0.996139	0.00382045	4.09226e-05
Ntn4	0.819791	0.176916	0.00329368
Ntn2l	0.995351	0.00459923	4.96513e-05
Ntf5	0.758956	0.236246	0.00479869
Ntf3	0.990167	0.00972226	0.000110364
Nt5c1b	0.999145	0.000846297	9.13088e-06
Nsun6	0.594484	0.395712	0.00980452
Nsun3	0.550628	0.437965	0.0114074
Nsg2	0.721179	0.272998	0.00582288
Nsg1	0.629904	0.361496	0.0086001
Nrxn2	0.749667	0.245289	0.00504407
Nrxn1	0.914589	0.0841042	0.00130727
Nrsn2	0.960427	0.0390468	0.000526502
Nrsn1	0.996226	0.00373417	3.99651e-05
Nrn1l	0.706249	0.287504	0.00624716
Nrl	0.988846	0.0110276	0.000126613
Nrk	0.927087	0.071832	0.00108097
Nrip3	0.958173	0.0412659	0.000561471
Nrip2	0.577112	0.412465	0.010424
Nrgn	0.683424	0.309658	0.00691782
Nrg4	0.907481	0.0910793	0.00144
Nrg3	0.999221	0.00077028	8.35049e-06
Nrg1	0.988479	0.0113898	0.000131171
Nrcam	0.990652	0.00924352	0.000104477
Nrbp2	0.862303	0.13535	0.00234697
Nrap	0.890411	0.107819	0.00177012
Nr5a1	0.946836	0.052421	0.000743215
Nr4a3	0.670425	0.322263	0.00731198
Nr4a2	0.905428	0.0930936	0.00147887
Nr3c2	0.987379	0.0124758	0.00014496
Nr2f2	0.922782	0.0760598	0.00115786
Nr2e3	0.910229	0.0883824	0.00138833
Nr2e1	0.998497	0.00148715	1.57627e-05
Nr2c1	0.565911	0.423255	0.010834
Nr1i3	0.987548	0.0123089	0.000142829
Nr1i2	0.993068	0.00685646	7.57488e-05
Nr1h4	0.995507	0.0044453	4.79141e-05
Nr1h3	0.904674	0.0938329	0.00149319
Nr0b2	0.654021	0.338157	0.0078224
Npy6r	0.999208	0.000783919	8.49045e-06
Npy5r	0.994998	0.00494802	5.36088e-05
Npy2r	0.999747	0.00024953	2.98643e-06
Npy1r	0.99647	0.0034924	3.72924e-05
Npy	0.525514	0.462099	0.0123866
Npvf	0.963328	0.0361898	0.000482098
Nptx1	0.919298	0.079481	0.00122091
Npr3	0.977775	0.0219524	0.000272188
Npr1	0.85958	0.138015	0.00240497
Nppc	0.9792	0.020547	0.000252612
Nppa	0.998872	0.00111628	1.19117e-05
Npnt	0.853334	0.144127	0.00253939
Nphs2	0.998253	0.00172849	1.82905e-05
Nphp4	0.814113	0.182461	0.0034267
Nphp3	0.991128	0.00877373	9.87394e-05
Npffr2	0.989646	0.0102371	0.000116739
Npff	0.818092	0.178575	0.00333332
Npc1l1	0.855489	0.142018	0.0024928
Npb	0.74809	0.246824	0.00508614
Npas4	0.999168	0.000823156	8.89323e-06
Npas3	0.995551	0.00440206	4.74271e-05
Npas2	0.983644	0.016163	0.000193072
Npas1	0.955371	0.044023	0.000605482
Npal2	0.760588	0.234656	0.00475599
Npal1	0.935965	0.0631094	0.000926005
Nox4	0.905046	0.0934678	0.00148611
Nov	0.989534	0.0103482	0.00011812
Notch3	0.597417	0.392882	0.00970186
Nostrin	0.986273	0.0135677	0.000159006
Nos2	0.795626	0.200503	0.0038704
Nos1ap	0.822882	0.173896	0.00322191
Nol3	0.592176	0.397938	0.00988569
Nog	0.986033	0.0138051	0.000162083
Nobox	0.935536	0.0635305	0.000933369
Nnmt	0.765567	0.229806	0.00462658
Nnat	0.644213	0.347653	0.0081347
Nmur2	0.950104	0.0492057	0.000689844
Nmur1	0.827085	0.16979	0.00312505
Nmu	0.970135	0.029484	0.00038075
Nmnat3	0.993875	0.00605861	6.63967e-05
Nmnat1	0.857638	0.139915	0.00244656
Nme5	0.939593	0.0595428	0.000864117
Nmbr	0.93024	0.0687351	0.00102538
Nlrx1	0.587416	0.40253	0.0100542
Nlrp9c	0.999143	0.000847715	9.14546e-06
Nlrp9b	0.837235	0.159871	0.00289465
Nlrp6	0.949819	0.0494866	0.000694476
Nlrp5	0.978013	0.0217181	0.000268909
Nlrp4f	0.999576	0.00041877	4.74297e-06
Nlrp4e	0.99952	0.000474417	5.31551e-06
Nlrp4c	0.761387	0.233878	0.00473514
Nlrp4b	0.999575	0.000420183	4.75752e-06
Nlrp4a	0.999282	0.00071023	7.73453e-06
Nlrp3	0.737796	0.25684	0.00536375
Nlrp14	0.923056	0.0757915	0.00115295
Nlrp10	0.999407	0.000586419	6.46507e-06
Nlrc3	0.991634	0.00827303	9.26682e-05
Nlgn1	0.99908	0.000909791	9.78346e-06
Nkx6-2	0.984287	0.0155284	0.000184656
Nkx3-2	0.996269	0.00369103	3.9487e-05
Nkx3-1	0.98484	0.0149826	0.000177462
Nkx2-5	0.546165	0.442257	0.011578
Nkx2-4	0.828505	0.168402	0.00309252
Nkx2-3	0.745063	0.249769	0.00516723
Nkx2-2	0.997078	0.00289109	3.07137e-05
Nkx1-2	0.990847	0.00905052	0.000102115
Nkg7	0.988236	0.0116296	0.0001342
Nkd2	0.822414	0.174353	0.00323274
Nin	0.594241	0.395946	0.00981305
Nhlrc1	0.856099	0.141421	0.00247965
Nhlh2	0.998941	0.00104805	1.12073e-05
Nhlh1	0.996761	0.00320486	3.41341e-05
Nhej1	0.994355	0.00558428	6.09012e-05
Nhedc2	0.891749	0.106507	0.00174369
Ngp	0.968541	0.0310553	0.000404123
Ngfb	0.750714	0.24427	0.0050162
Ngef	0.898983	0.099415	0.00160238
Ngb	0.819714	0.176991	0.00329548
Ng23	0.982963	0.0168349	0.00020204
Nfkbiz	0.502366	0.484301	0.0133326
Nfkbie	0.919563	0.0792212	0.0012161
Nfkbib	0.979639	0.0201146	0.000246635
Nfia	0.975326	0.0243681	0.000306357
Nfe2l3	0.989462	0.0104189	0.000119
Nfe2	0.983364	0.0164395	0.000196754
Nfatc4	0.77001	0.225478	0.0045121
Nfatc2	0.821098	0.175638	0.00326326
Nfatc1	0.890422	0.107808	0.00176992
Nfat5	0.64884	0.343174	0.00798671
Nfasc	0.896563	0.101788	0.00164934
Nfam1	0.852689	0.144758	0.00255339
Nf1	0.728749	0.265638	0.00561201
Nexn	0.811308	0.185199	0.00349297
Neurog3	0.988371	0.0114961	0.000132512
Neurog2	0.9896	0.0102825	0.000117303
Neurog1	0.970646	0.0289808	0.000373317
Neurod6	0.999739	0.000258196	3.07733e-06
Neurod4	0.999602	0.000393595	4.48341e-06
Neurod2	0.872832	0.125042	0.00212619
Neurl$LOC100048526	0.81334	0.183215	0.00344491
Neu3	0.864806	0.1329	0.00229399
Neu2	0.992273	0.00764211	8.50845e-05
Neu1	0.510187	0.476804	0.0130081
Neto2	0.758012	0.237165	0.00482344
Neto1	0.890665	0.10757	0.00176511
Nepn	0.997196	0.00277455	2.94505e-05
Nell2	0.853164	0.144292	0.00254307
Nell1	0.998976	0.00101328	1.08488e-05
Nelf	0.841482	0.155718	0.00279971
Nek8	0.875487	0.122442	0.0020714
Nek5	0.997508	0.00246571	2.61216e-05
Nek11	0.983505	0.0162999	0.000194894
Neil3	0.680906	0.312101	0.00699347
Negr1	0.999202	0.000789092	8.54354e-06
Nefm	0.933533	0.0654992	0.00096796
Nedd9	0.978946	0.0207977	0.000256087
Nebl	0.989353	0.010527	0.000120348
Neb	0.999101	0.000889641	9.57627e-06
Ndufa12	0.958883	0.0405664	0.000550404
Ndst4	0.98795	0.0119122	0.000137782
Ndst3	0.996634	0.00333052	3.55115e-05
Ndph	0.991456	0.00844871	9.47932e-05
Ndg1	0.999387	0.00060656	6.67159e-06
Ncr1	0.989718	0.0101662	0.000115858
Nckap1l	0.881125	0.116919	0.00195624
Ncf4	0.976217	0.0234895	0.000293856
Ncf1	0.985444	0.0143866	0.000169654
Ncam2	0.997754	0.00222199	2.35145e-05
Ncald	0.937477	0.0616231	0.000900108
Nav3	0.995546	0.00440631	4.7475e-05
Nav1	0.546834	0.441614	0.0115523
Nat8l	0.695723	0.297724	0.00655308
Nat3	0.999458	0.000536539	5.95342e-06
Nat14	0.570644	0.418696	0.0106597
Nat1	0.95831	0.0411311	0.000559334
Napsa	0.924233	0.0746353	0.00113183
Napb	0.909608	0.0889919	0.00139997
Nap1l5	0.965847	0.0337087	0.000444119
Nap1l3	0.504737	0.48203	0.0132337
Naip5	0.992257	0.00765791	8.52735e-05
Naip2	0.997579	0.00239537	2.53674e-05
Naip1	0.99832	0.00166205	1.75928e-05
Nags	0.924201	0.0746661	0.00113239
Naglu	0.716511	0.277534	0.00595432
Naaladl1	0.930776	0.0682083	0.00101598
Mzf1	0.601702	0.388746	0.00955284
Myt1l	0.958772	0.0406754	0.000552125
Myt1	0.997853	0.00212463	2.24781e-05
Myrip	0.998252	0.00172996	1.83059e-05
Myoz3	0.831659	0.165321	0.00302061
Myoz2	0.990974	0.00892519	0.000100585
Myoz1	0.881636	0.116418	0.00194588
Myot	0.997418	0.00255476	2.70786e-05
Myom3	0.992265	0.00765007	8.51797e-05
Myom2	0.997882	0.00209533	2.21668e-05
Myom1	0.990236	0.00965466	0.00010953
Myog	0.94386	0.0553478	0.000792459
Myod1	0.944251	0.0549635	0.000785958
Myocd	0.994077	0.00585881	6.40759e-05
Myoc	0.99595	0.00400691	4.29986e-05
Myo7a	0.664571	0.327937	0.00749245
Myo6	0.758569	0.236622	0.00480881
Myo5c	0.950837	0.0484846	0.000677983
Myo5b	0.976565	0.0231459	0.000288989
Myo3b	0.998121	0.00185928	1.96678e-05
Myo3a	0.994368	0.00557076	6.07453e-05
Myo1d	0.976813	0.0229019	0.000285541
Myo1a	0.969341	0.0302665	0.00039236
Myo16	0.996947	0.003021	3.21266e-05
Myo15	0.902746	0.0957241	0.00152998
Mylk2	0.899031	0.0993674	0.00160144
Mylk	0.965075	0.0344696	0.000455708
Mylc2pl	0.970437	0.0291867	0.000376355
Myl7	0.613314	0.377531	0.00915473
Myl6b	0.832948	0.16406	0.00299135
Myl3	0.646999	0.344956	0.00804544
Myl2	0.993111	0.00681353	7.52423e-05
Myl1	0.996918	0.00304962	3.24384e-05
Myh8	0.999167	0.000823638	8.89817e-06
Myh7b	0.651428	0.340668	0.00790445
Myh6$LOC674761	0.997799	0.00217781	2.30439e-05
Myh4	0.997237	0.00273416	2.90135e-05
Myh3	0.552752	0.435921	0.0113267
Myh2	0.999201	0.000790622	8.55924e-06
Myh11	0.991176	0.00872624	9.81616e-05
Myh1	0.995674	0.00427951	4.60495e-05
Myf6	0.998531	0.00145342	1.54108e-05
Myf5	0.999723	0.000273405	3.2365e-06
Myct1	0.921773	0.0770508	0.00117605
Mycs	0.973072	0.0265899	0.000338337
Mycl1	0.692851	0.300512	0.00663757
Mycbpap	0.997424	0.00254917	2.70185e-05
Mybphl	0.988206	0.0116591	0.000134574
Mybph	0.968283	0.0313088	0.000407915
Mybpc3	0.735751	0.25883	0.00541953
Mybpc2	0.699712	0.293852	0.0064365
Mybl1	0.980474	0.0192905	0.000235304
Myb	0.972239	0.0274109	0.000350284
Mxra7	0.755379	0.239728	0.00489267
Mxd4	0.6807	0.3123	0.00699967
Mxd1	0.784112	0.211733	0.00415496
Mx2	0.948352	0.0509301	0.000718371
Mx1	0.998361	0.00162228	1.71759e-05
Mustn1	0.88317	0.114915	0.00191487
Musk	0.933197	0.0658288	0.000973776
Mupcdh	0.877438	0.12053	0.00203135
Mup5	0.979652	0.0201018	0.000246458
Mup4	0.999342	0.000650432	7.1214e-06
Mug1$Mug-ps1	0.999066	0.000924426	9.93398e-06
Muc6	0.987533	0.0123244	0.000143027
Muc5ac	0.658805	0.333523	0.00767201
Muc4	0.998074	0.00190544	2.01551e-05
Muc20	0.837182	0.159922	0.00289583
Muc15	0.999058	0.000931987	1.00118e-05
Muc13	0.999659	0.00033725	3.90082e-06
Muc10	0.999541	0.000453572	5.1012e-06
Muc1	0.875568	0.122363	0.00206974
Mtnr1a	0.963247	0.0362695	0.000483328
Mtmr11	0.964538	0.0349987	0.000463797
Mtl5	0.536827	0.451233	0.0119396
Mtac2d1	0.999373	0.000620566	6.8152e-06
Mt4	0.957571	0.0418582	0.000570873
Mt3	0.68955	0.303715	0.00673518
Msx3	0.735666	0.258912	0.00542185
Mst1r	0.932005	0.0670008	0.000994517
Msrb3	0.599254	0.391108	0.00963781
Msr2	0.917323	0.0814201	0.00125697
Msr1	0.928201	0.0707377	0.00106126
Msmb	0.992623	0.0072963	8.09603e-05
Msi1	0.757855	0.237317	0.00482754
Msh5	0.673221	0.319553	0.00722644
Msh4	0.964774	0.0347656	0.000460231
Msgn1	0.80482	0.191532	0.0036477
Ms4a8a	0.972988	0.026672	0.000339529
Ms4a7	0.952147	0.0471959	0.000656881
Ms4a6d	0.996988	0.00298027	3.16831e-05
Ms4a6c	0.966082	0.0334771	0.000440602
Ms4a6b	0.998734	0.00125286	1.33254e-05
Ms4a4d	0.997936	0.00204265	2.16075e-05
Ms4a4b	0.998915	0.00107324	1.14673e-05
Ms4a3	0.97237	0.027282	0.000348403
Ms4a2	0.997625	0.00234998	2.48815e-05
Ms4a13	0.994559	0.00538236	5.8577e-05
Ms4a10	0.926758	0.0721556	0.00108682
Ms4a1	0.998552	0.00143255	1.51933e-05
Mrvi1	0.991137	0.00876451	9.86272e-05
Mrpl38	0.551105	0.437506	0.0113893
Mro	0.996023	0.00393469	4.21935e-05
Mrgprh	0.998811	0.001176	1.25293e-05
Mrgprg	0.969637	0.0299746	0.000388022
Mrgprf	0.86451	0.13319	0.00230023
Mrgpre	0.882817	0.115261	0.00192198
Mrgprb1	0.999681	0.000314996	3.66987e-06
Mrgpra4	0.99833	0.00165237	1.74913e-05
Mrgpra3	0.984086	0.0157268	0.000187281
Mrgpra1	0.967087	0.0324869	0.000425621
Mrg2	0.669218	0.323433	0.00734905
Mrcl	0.91296	0.0857025	0.00133742
Mrc2	0.500564	0.486028	0.0134081
Mrap	0.986505	0.0133389	0.000156048
Mr1	0.682476	0.310578	0.00694626
Mpz	0.941231	0.0579324	0.000836462
Mpped1	0.63082	0.36061	0.00856998
Mpp4	0.997752	0.00222418	2.35379e-05
Mpp3	0.967771	0.0318135	0.000415485
Mpp2	0.680506	0.312489	0.00700553
Mpo	0.990304	0.00958687	0.000108695
Mpl	0.753452	0.241604	0.00494357
Mpeg1	0.983562	0.016244	0.000194149
Mpdz	0.614136	0.376737	0.00912685
Moxd2	0.991165	0.00873675	9.82895e-05
Moxd1	0.672689	0.320068	0.00724267
Mos	0.991613	0.00829365	9.29172e-05
Morn3	0.985819	0.0140166	0.000164831
Morn1	0.954212	0.0451637	0.000623869
Morc2b	0.984792	0.0150295	0.000178078
Mon1b	0.778238	0.217459	0.00430257
Mogat2	0.873902	0.123994	0.00210406
Mog	0.999193	0.000797973	8.6347e-06
Mocs1	0.622339	0.36881	0.00885098
Mobp	0.969555	0.0300558	0.000389227
Mobkl2c	0.604489	0.386054	0.00945651
Mobkl2b	0.887563	0.110611	0.00182674
Mnx1	0.998644	0.00134132	1.42437e-05
Mn1	0.884293	0.113815	0.00189224
Mmp9	0.905733	0.0927935	0.00147306
Mmp8	0.992415	0.00750166	8.34066e-05
Mmp7	0.843791	0.15346	0.00274845
Mmp24$LOC100045083	0.815569	0.181038	0.00339243
Mmp20	0.998787	0.00119996	1.27772e-05
Mmp1b	0.99933	0.000663005	7.2503e-06
Mmp19	0.962473	0.0370322	0.000495118
Mmp16	0.900692	0.0977384	0.0015694
Mmp15	0.842114	0.1551	0.00278565
Mmp12	0.998394	0.00158943	1.68319e-05
Mmp10	0.793242	0.20283	0.00392882
Mmel1	0.989391	0.0104894	0.000119879
Mmd2	0.950916	0.0484075	0.000676716
Mmab	0.517168	0.47011	0.0127227
Mlze	0.917096	0.0816432	0.00126114
Mlxipl	0.944527	0.0546919	0.00078137
Mlstd1	0.999005	0.000984392	1.05512e-05
Mlph	0.995823	0.00413212	4.43976e-05
Mllt3	0.88133	0.116718	0.00195207
Mlkl	0.870175	0.127643	0.00218137
Mlf1	0.57023	0.419095	0.0106749
Mlc1	0.99426	0.00567831	6.19868e-05
Mlana	0.886207	0.111939	0.00185382
Mkx	0.943213	0.0559837	0.000803242
Mkl2	0.664041	0.32845	0.00750888
Mixl1	0.897565	0.100805	0.00162985
Mip	0.993699	0.00623264	6.84252e-05
Miox	0.993049	0.00687474	7.59647e-05
Mid2	0.996329	0.00363208	3.88346e-05
Micall2	0.967689	0.0318947	0.000416705
Mical2	0.828538	0.16837	0.00309177
Mia2	0.999059	0.000931235	1.0004e-05
Mgst2	0.861865	0.135778	0.00235627
Mgll	0.875611	0.12232	0.00206885
Mgl2	0.990717	0.0091796	0.000103694
Mgl1	0.907665	0.0908989	0.00143653
Mgat5b	0.920187	0.0786082	0.00120476
Mgat5	0.850278	0.147116	0.00260586
Mgat4c	0.998145	0.00183522	1.94141e-05
Mgat4a	0.934148	0.0648951	0.000957319
Mfsd9	0.777927	0.217762	0.00431043
Mfsd8	0.916763	0.0819695	0.00126723
Mfsd4	0.983811	0.0159979	0.000190877
Mfsd2	0.950529	0.0487876	0.000682962
Mfi2	0.959063	0.040389	0.000547603
Mfap4	0.819375	0.177322	0.00330337
Mfap3l	0.885821	0.112318	0.00186156
Mettl7b	0.950852	0.0484706	0.000677752
Mett5d1	0.949021	0.050272	0.000707457
Metrnl	0.944358	0.0548579	0.000784174
Met	0.938087	0.061023	0.000889695
Mesp2	0.711888	0.282026	0.00608558
Mesp1	0.649028	0.342991	0.0079807
Mertk	0.559512	0.429416	0.0110721
Mepe	0.925106	0.0737775	0.00111621
Mep1a	0.968348	0.0312452	0.000406963
Meox2	0.998528	0.00145649	1.54428e-05
Meox1	0.821642	0.175107	0.00325064
Meis1	0.977806	0.0219221	0.000271764
Meig1	0.999482	0.000512079	5.70237e-06
Megf9	0.96959	0.0300213	0.000388716
Megf11	0.995927	0.00402935	4.3249e-05
Megf10	0.990522	0.00937243	0.000106058
Mefv	0.782941	0.212875	0.00418427
Mef2c	0.977753	0.0219747	0.000272501
Me3	0.967043	0.0325305	0.000426278
Mds1	0.953567	0.0457987	0.00063415
Mdm4$LOC100044428	0.588248	0.401727	0.0100246
Mdh1b	0.997799	0.00217808	2.30467e-05
Mdga2	0.992731	0.00718946	7.96908e-05
Mdfi	0.719636	0.274498	0.00586621
Mctp2	0.541772	0.446481	0.0117473
Mctp1	0.997603	0.00237219	2.51191e-05
Mcpt4	0.983689	0.0161189	0.000192485
Mcpt2	0.990357	0.00953522	0.000108059
Mcpt1	0.997723	0.00225359	2.38516e-05
Mcoln3	0.993989	0.00594621	6.50901e-05
Mcoln2	0.987497	0.0123597	0.000143477
Mcm9	0.707425	0.286362	0.00621334
Mchr1	0.909937	0.0886696	0.00139381
Mcart6	0.851252	0.146163	0.00258463
Mc5r	0.865545	0.132177	0.0022784
Mc3r	0.829206	0.167717	0.00307648
Mc2r	0.991365	0.00853952	9.58937e-05
Mc1r	0.989754	0.0101306	0.000115416
Mbp	0.856812	0.140723	0.0024643
Mboat1	0.797765	0.198416	0.00381823
Mbl2	0.994736	0.00520773	5.65742e-05
Mbl1	0.972859	0.0267999	0.000341385
Mbd5	0.544069	0.444273	0.0116586
Mbd3l2	0.997693	0.00228279	2.41633e-05
Mbd3l1	0.997539	0.00243531	2.57954e-05
Mb	0.804747	0.191603	0.00364946
Matn4	0.737069	0.257547	0.00538354
Matn2	0.990486	0.00940765	0.000106491
Matn1	0.996341	0.00362067	3.87084e-05
Matk	0.964778	0.0347614	0.000460166
Mat1a	0.998568	0.00141685	1.50297e-05
Masp2	0.957054	0.0423672	0.000578976
Masp1	0.995787	0.00416854	4.48052e-05
Marveld3	0.987405	0.0124502	0.000144634
Marveld2	0.987513	0.0123441	0.000143279
Mars2	0.97679	0.0229244	0.00028586
Mark4	0.722325	0.271884	0.00579078
Mark1	0.602815	0.38767	0.0095143
Marco	0.95027	0.0490432	0.000687168
Mapk8ip3	0.60112	0.389307	0.00957299
Mapk15	0.737943	0.256697	0.00535975
Mapk11	0.651783	0.340324	0.00789319
Mapk10	0.99801	0.00196945	2.0832e-05
Map6d1	0.966688	0.0328809	0.00043157
Map4k2	0.776994	0.218672	0.00433404
Map3k9	0.949486	0.0498141	0.000699884
Map3k8	0.991573	0.00833356	9.33996e-05
Map3k6	0.550421	0.438164	0.0114153
Map3k2	0.998518	0.00146604	1.55424e-05
Map3k14	0.628404	0.362946	0.00864959
Map3k1	0.588482	0.401501	0.0100163
Maob	0.983571	0.0162349	0.000194028
Mansc1	0.959648	0.0398139	0.000538543
Mamdc2	0.974682	0.0250024	0.000315434
