Loci	mef_0	mef_1	mef_2
LOC100045044_mef	0.95613	0.0433882	0.000481517
LOC100045042_mef	0.975936	0.0238216	0.000242692
LOC100045019_mef	0.988464	0.0114283	0.000107559
LOC100044927_mef	0.0853316	0.874236	0.0404324
LOC100044885_mef	0.987658	0.0122264	0.00011578
LOC100044807_mef	0.930035	0.0691334	0.000831542
LOC100044699_mef	0.928925	0.0702277	0.000847196
LOC100044697_mef	0.834092	0.163531	0.00237621
LOC100044683_mef	0.795945	0.200967	0.00308782
LOC100044677_mef	0.977583	0.0221929	0.000224107
LOC100044643_mef	0.976525	0.0232391	0.000236019
LOC100044599_mef	0.997234	0.00274179	2.39375e-05
LOC100044356_mef	0.836539	0.161129	0.00233239
LOC100044319_mef	0.591623	0.400534	0.00784284
LOC100044313_mef	0.994787	0.00516649	4.60341e-05
LOC100044271_mef	0.964137	0.0354812	0.000381796
LOC100044232_mef	0.998708	0.00128116	1.12284e-05
LOC100044222_mef	0.998653	0.00133499	1.16883e-05
LOC100044204_mef	0.988138	0.011751	0.000110874
LOC100044194_mef	0.842562	0.155212	0.00222543
LOC100044162_mef	0.167672	0.803868	0.0284599
LOC100044161_mef	0.00646197	0.877152	0.116386
LOC100044153_mef	0.9993	0.000694153	6.24648e-06
LOC100044115_mef	0.0133425	0.898912	0.0877452
LOC100044104_mef	0.954527	0.0449707	0.00050195
LOC100044065_mef	0.993794	0.00615062	5.53128e-05
LOC100044008_mef	0.889744	0.10882	0.00143507
LOC100043536_mef	0.9702	0.0294906	0.000309056
LOC100042999_mef	0.773068	0.223392	0.00353994
LOC100042789_mef	0.941705	0.0576245	0.000670599
LOC100042319_mef	0.948224	0.0511924	0.000583732
LOC100041505_mef	0.998668	0.00132067	1.15659e-05
LOC100041294_mef	0.871953	0.126324	0.00172304
LOC100041077_mef	0.999226	0.000766821	6.86091e-06
LOC100040248_mef	0.999642	0.000354764	3.36878e-06
LOC100039796_mef	0.925246	0.0738542	0.0008995
LOC100039661_mef	0.89983	0.0988922	0.00127747
LOC100039535_mef	0.997098	0.00287686	2.5137e-05
LOC100039499_mef	0.999716	0.000281073	2.73638e-06
LOC100039495_mef	0.778595	0.217976	0.00342896
LOC100039479_mef	0.999586	0.000409986	3.83964e-06
LOC100039355_mef	0.998452	0.00153413	1.3395e-05
LOC100039202_mef	0.99891	0.00108084	9.5222e-06
LOC100039087_mef	0.999773	0.000224662	2.24728e-06
LOC100039077_mef	0.991945	0.00798192	7.29948e-05
LOC100039014_mef	0.683081	0.311412	0.00550706
LOC100038947_mef	0.996256	0.00371166	3.26361e-05
LOC100038944_mef	0.718103	0.277192	0.0047049
LOC100038857_mef	0.972909	0.0268139	0.000277406
L1cam_mef	0.929458	0.0697023	0.000839673
Kynu_mef	0.998926	0.00106485	9.38633e-06
Ky_mef	0.996896	0.00307717	2.6923e-05
Ksr1_mef	0.706409	0.288624	0.00496742
Krtdap_mef	0.996991	0.00298323	2.60843e-05
Krtcap3_mef	0.86529	0.132876	0.00183407
Krtap8-2_mef	0.995426	0.00453409	4.01612e-05
Krtap6-2_mef	0.994085	0.00586241	5.25785e-05
Krtap6-1_mef	0.997847	0.0021343	1.85929e-05
Krtap5-5_mef	0.992212	0.00771755	7.04107e-05
Krtap5-4_mef	0.921633	0.0774153	0.000951482
Krtap5-2_mef	0.995907	0.00405723	3.57821e-05
Krtap5-1_mef	0.904087	0.0947009	0.00121222
Krtap4-7_mef	0.999199	0.000794312	7.09342e-06
Krtap3-3_mef	0.997332	0.00264452	2.30762e-05
Krtap3-2_mef	0.999657	0.000340128	3.24361e-06
Krtap17-1_mef	0.985614	0.0142492	0.000136943
Krtap16-9_mef	0.999535	0.000461018	4.2733e-06
Krtap16-8_mef	0.999285	0.000708431	6.36718e-06
Krtap16-7_mef	0.981639	0.0181814	0.000179332
Krtap16-5_mef	0.998884	0.00110642	9.73963e-06
Krtap16-4_mef	0.986931	0.0129456	0.00012325
Krtap16-10_mef	0.999737	0.000260741	2.56072e-06
Krtap16-1_mef	0.99934	0.000654058	5.9075e-06
Krtap15_mef	0.999135	0.000857653	7.62941e-06
Krtap14_mef	0.998909	0.00108125	9.52567e-06
Krtap13-1_mef	0.991218	0.00870235	8.00878e-05
Krtap13_mef	0.998878	0.00111231	9.78968e-06
Krt84_mef	0.646437	0.347164	0.00639918
Krt80_mef	0.503288	0.486223	0.0104889
Krt79_mef	0.941556	0.0577713	0.000672606
Krt78_mef	0.505306	0.48427	0.0104234
Krt77_mef	0.980263	0.0195422	0.000194356
Krt75_mef	0.88515	0.113342	0.00150824
Krt73_mef	0.992306	0.00762444	6.95031e-05
Krt72_mef	0.711303	0.28384	0.00485691
Krt71_mef	0.838391	0.159309	0.00229936
Krt7_mef	0.159482	0.811215	0.0293031
Krt6b_mef	0.976898	0.0228702	0.000231808
Krt6a_mef	0.426526	0.560281	0.0131931
Krt5_mef	0.817765	0.17956	0.00267429
Krt4_mef	0.974267	0.0254708	0.000261735
Krt36_mef	0.974736	0.0250074	0.000256362
Krt35_mef	0.990933	0.00898417	8.28824e-05
Krt34_mef	0.993542	0.00640068	5.76964e-05
Krt33a_mef	0.998206	0.00177875	1.55037e-05
Krt32_mef	0.798449	0.198512	0.00303949
Krt31_mef	0.723786	0.271635	0.00457922
Krt27_mef	0.992602	0.00733155	6.66563e-05
Krt26_mef	0.998494	0.00149301	1.30419e-05
Krt25_mef	0.999358	0.000635873	5.75375e-06
Krt24_mef	0.994165	0.00578308	5.18283e-05
Krt23_mef	0.970164	0.029527	0.00030949
Krt222_mef	0.993929	0.00601732	5.40465e-05
Krt20_mef	0.806114	0.190993	0.00289296
Krt2_mef	0.999708	0.000289506	2.80906e-06
Krt17$Krt14_mef	0.992995	0.00694163	6.28867e-05
Krt16_mef	0.989907	0.01	9.30447e-05
Krt15_mef	0.977862	0.0219169	0.000220981
Krt14$Krt14_mef	0.986406	0.0134653	0.000128687
Krt13_mef	0.996573	0.00339747	2.97967e-05
Krt1_mef	0.985325	0.0145355	0.000139974
Kremen1_mef	0.0301015	0.906514	0.0633848
Kprp_mef	0.981878	0.0179452	0.000176743
Kng1_mef	0.995872	0.00409191	3.60991e-05
Kndc1_mef	0.982777	0.0170561	0.000167041
Kmo_mef	0.995649	0.00431303	3.81258e-05
Klrk1_mef	0.992599	0.00733456	6.66855e-05
Klrg2_mef	0.558692	0.432529	0.00877938
Klrg1_mef	0.938096	0.0611845	0.000719645
Klre1_mef	0.998193	0.00179179	1.56164e-05
Klrd1_mef	0.999585	0.000411635	3.85368e-06
Klrc3$Klrc2_mef	0.999752	0.000245076	2.42493e-06
Klrc2_mef	0.999572	0.000424369	3.96199e-06
Klrc1_mef	0.999635	0.000361336	3.42493e-06
Klrb1f_mef	0.997864	0.00211794	1.84501e-05
Klrb1c_mef	0.939458	0.0598409	0.000701054
Klrb1b_mef	0.999568	0.000427979	3.99268e-06
Klrb1a_mef	0.999503	0.000492055	4.53656e-06
Klra5_mef	0.994431	0.00551918	4.93403e-05
Klra2_mef	0.999616	0.000380751	3.59062e-06
Klra17_mef	0.998798	0.00119176	1.0466e-05
Klra1_mef	0.999785	0.000212741	2.14312e-06
Klkb1_mef	0.993793	0.00615156	5.53219e-05
Klk9_mef	0.963458	0.0361516	0.000390092
Klk7_mef	0.950177	0.0492652	0.000558157
Klk6_mef	0.991631	0.00829312	7.60496e-05
Klk5_mef	0.978125	0.0216571	0.000218043
Klk4_mef	0.995329	0.00462978	4.10452e-05
Klk1b8_mef	0.964587	0.0350368	0.000376313
Klk1b5$Klk1_mef	0.998187	0.00179684	1.56602e-05
Klk1b4$Klk1_mef	0.99968	0.000316803	3.04373e-06
Klk1b3_mef	0.999528	0.000468071	4.33315e-06
Klk1b27_mef	0.997795	0.00218597	1.90442e-05
Klk1b24_mef	0.996114	0.00385235	3.39141e-05
Klk1b21_mef	0.685062	0.309478	0.00546039
Klk1b16_mef	0.999054	0.000937513	8.30583e-06
Klk1b11_mef	0.994771	0.00518263	4.61849e-05
Klk1b1_mef	0.997492	0.00248664	2.16827e-05
Klk11_mef	0.997189	0.00278683	2.4337e-05
Klk10_mef	0.872763	0.125528	0.00170967
Klk1$Klk1_mef	0.999116	0.000875914	7.78401e-06
Klhl6_mef	0.962734	0.036867	0.000398978
Klhl4_mef	0.999713	0.000284451	2.76551e-06
Klhl32_mef	0.989406	0.0104964	9.80599e-05
Klhl30_mef	0.0130805	0.898487	0.0884326
Klhl23_mef	0.0614402	0.891635	0.0469243
Klhl18_mef	0.416354	0.570059	0.0135867
Klhl14_mef	0.999692	0.000305133	2.94351e-06
Klhl10_mef	0.997601	0.00237819	2.07286e-05
Klhl1_mef	0.981976	0.0178483	0.000175681
Klhdc8b_mef	0.872581	0.125706	0.00171266
Klhdc8a_mef	0.00499003	0.866477	0.128533
Klhdc7a_mef	0.999079	0.000913113	8.09908e-06
Klhdc6_mef	0.999411	0.000583367	5.30969e-06
Klhdc1_mef	0.189488	0.784092	0.0264204
Klf17_mef	0.994325	0.00562469	5.03336e-05
Klf12_mef	0.860717	0.137372	0.00191125
Klf1_mef	0.958196	0.0413481	0.000455405
Klb_mef	0.986017	0.0138506	0.000132736
Kl_mef	0.996354	0.00361415	3.17528e-05
Kitl_mef	0.500874	0.488559	0.0105676
Kiss1r_mef	0.94428	0.0550839	0.000636013
Kirrel3_mef	0.953026	0.0464524	0.000521218
Kirrel_mef	0.973967	0.0257681	0.000265192
Kifc1_mef	0.982957	0.0168778	0.000165106
Kif9_mef	0.903846	0.0949384	0.00121589
Kif5a$Kif5a_mef	0.997316	0.00266122	2.32239e-05
Kif2b_mef	0.999575	0.000420961	3.93301e-06
Kif27_mef	0.970642	0.029054	0.000303856
Kif26b_mef	7.13486e-06	0.274661	0.725332
Kif26a_mef	0.979682	0.0201176	0.000200761
Kif24_mef	0.932089	0.0671082	0.000802727
Kif21a_mef	0.810821	0.186375	0.00280402
Kif1a_mef	0.580809	0.411047	0.00814434
Kif17_mef	0.722199	0.273187	0.00461418
Kif16b_mef	0.818352	0.178984	0.00266341
Kif15_mef	0.640488	0.352963	0.00654935
Kif14_mef	0.999386	0.000608198	5.51972e-06
Kif12_mef	0.913498	0.0854314	0.00107069
Kera_mef	0.999061	0.000931114	8.2516e-06
Kel_mef	0.968373	0.0312967	0.000330716
Keg1_mef	0.995943	0.00402162	3.54568e-05
Kctd8_mef	0.958368	0.0411787	0.000453248
Kctd7_mef	0.781909	0.214728	0.00336295
Kctd4_mef	0.99704	0.00293399	2.56455e-05
Kctd21_mef	0.246292	0.731591	0.0221168
Kctd12b_mef	0.876339	0.12201	0.00165089
Kctd1_mef	0.0759764	0.881359	0.0426646
Kcnv2_mef	0.999287	0.000706155	6.34794e-06
Kcnv1_mef	0.997535	0.00244337	2.13017e-05
Kcnu1_mef	0.997768	0.00221259	1.9277e-05
Kcnt1_mef	0.987823	0.0120627	0.000114087
Kcns3_mef	0.947224	0.0521793	0.000596909
Kcns2_mef	0.995814	0.00414894	3.66209e-05
Kcns1_mef	0.980688	0.019122	0.000189698
Kcnq5_mef	0.983557	0.0162845	0.000158687
Kcnq4_mef	0.829025	0.168507	0.00246768
Kcnq3_mef	0.998164	0.0018201	1.58614e-05
Kcnq2_mef	0.841544	0.156213	0.00224343
Kcnq1$Kcnq1_mef	0.975085	0.0246626	0.000252375
Kcnn3_mef	0.870716	0.12754	0.00174352
Kcnn2_mef	0.97723	0.0225424	0.000228076
Kcnn1_mef	0.84617	0.151668	0.00216202
Kcnmb4_mef	0.578037	0.413741	0.00822255
Kcnmb2_mef	0.964355	0.035266	0.000379138
Kcnmb1_mef	0.651963	0.341776	0.00626106
Kcnma1_mef	0.944384	0.0549813	0.000634623
Kcnk7_mef	0.83915	0.158564	0.00228586
Kcnk4_mef	0.888631	0.109917	0.00145273
Kcnk3_mef	0.925466	0.073638	0.000896364
Kcnk2_mef	0.315217	0.666674	0.0181089
Kcnk13_mef	0.952292	0.0471774	0.000530695
Kcnk12_mef	0.837523	0.160162	0.00231482
Kcnk10_mef	0.976351	0.0234109	0.000237985
Kcnj9_mef	0.973568	0.0261619	0.000269782
Kcnj8_mef	0.954756	0.0447445	0.00049902
Kcnj6_mef	0.966146	0.0334962	0.000357411
Kcnj5_mef	0.991661	0.00826299	7.57533e-05
Kcnj4_mef	0.739681	0.256084	0.00423414
Kcnj3_mef	0.985135	0.0147234	0.00014197
Kcnj2_mef	0.999005	0.000986478	8.721e-06
Kcnj16_mef	0.997097	0.00287761	2.51436e-05
Kcnj15_mef	0.881828	0.116611	0.00156167
Kcnj14_mef	0.986589	0.0132841	0.000126787
Kcnj12_mef	0.992932	0.00700437	6.34917e-05
Kcnj10_mef	0.995395	0.00456419	4.04391e-05
Kcnj1_mef	0.990106	0.00980245	9.10576e-05
Kcnip4_mef	0.998697	0.0012913	1.1315e-05
Kcnip3_mef	0.77917	0.217413	0.00341749
Kcnip2_mef	0.963052	0.0365527	0.00039507
Kcnip1_mef	0.927986	0.071154	0.000860494
Kcnh8_mef	0.997143	0.00283263	2.47437e-05
Kcnh7_mef	0.94107	0.0582511	0.000679181
Kcnh5_mef	0.999775	0.000222771	2.23078e-06
Kcnh1_mef	0.921947	0.0771056	0.000946936
Kcng4_mef	0.983704	0.0161386	0.000157114
Kcng1_mef	0.992895	0.00704144	6.38494e-05
Kcnf1_mef	0.95151	0.0479491	0.000540816
Kcne4_mef	0.347033	0.636418	0.0165486
Kcne3_mef	0.99969	0.000307253	2.96172e-06
Kcne2_mef	0.998212	0.00177252	1.54498e-05
Kcne1l_mef	0.996991	0.00298323	2.60843e-05
Kcne1_mef	0.994433	0.00551816	4.93307e-05
Kcnd3_mef	0.992193	0.00773649	7.05955e-05
Kcnd2_mef	0.997124	0.00285072	2.49045e-05
Kcnd1_mef	0.51071	0.479041	0.0102493
Kcnc4_mef	0.495845	0.493422	0.0107327
Kcnc3_mef	0.673639	0.320629	0.00573163
Kcnc2_mef	0.999413	0.000582141	5.29933e-06
Kcnc1_mef	0.966465	0.0331815	0.000353571
Kcnab3_mef	0.956506	0.0430174	0.000476752
Kcnab2_mef	0.866401	0.131784	0.00181544
Kcnab1_mef	0.0136702	0.899419	0.0869109
Kcna7_mef	0.672461	0.321779	0.00575989
Kcna6_mef	0.970256	0.0294354	0.000308398
Kcna5_mef	0.998906	0.00108482	9.55603e-06
Kcna4_mef	0.998046	0.00193761	1.68804e-05
Kcna3_mef	0.981914	0.01791	0.000176356
Kcna2_mef	0.957001	0.0425285	0.000470481
Kcna1_mef	0.988947	0.0109499	0.000102669
Kbtbd7_mef	0.987293	0.0125875	0.000119523
Kbtbd5_mef	0.952497	0.0469751	0.000528048
Kbtbd3_mef	0.943621	0.0557341	0.00064483
Kbtbd10_mef	0.999366	0.000627876	5.68613e-06
Kazald1_mef	0.233894	0.743147	0.0229593
Katnal2_mef	0.981751	0.0180708	0.000178119
Jph4_mef	0.709944	0.285169	0.00488752
Jph3_mef	0.958361	0.0411852	0.00045333
Jph1_mef	0.7444	0.251466	0.00413352
Jmjd5_mef	0.705925	0.289097	0.0049784
Jmjd2d_mef	0.997402	0.00257559	2.24671e-05
Jazf1_mef	0.98309	0.0167463	0.000163681
Jarid1d_mef	0.894746	0.103898	0.0013564
Jakmip1_mef	0.997948	0.00203396	1.77181e-05
Jak2_mef	0.0064373	0.877005	0.116558
Izumo1_mef	0.947997	0.0514164	0.000586717
Iyd_mef	0.996672	0.00329879	2.8909e-05
Ivl_mef	0.974827	0.0249172	0.000255318
Itpr2_mef	0.894165	0.104469	0.00136548
Itpkb_mef	0.311078	0.670599	0.0183234
Itpka_mef	0.998605	0.00138267	1.20962e-05
Itln1_mef	0.994515	0.00543632	4.85617e-05
Itk_mef	0.996926	0.00304758	2.66586e-05
Itih5_mef	0.985135	0.0147225	0.000141961
Itih4_mef	0.993584	0.00635857	5.72943e-05
Itih3_mef	0.996433	0.00353605	3.10466e-05
Itih2_mef	0.0051317	0.867705	0.127164
Itih1_mef	0.938372	0.0609119	0.000715866
Itgbl1_mef	0.00197166	0.81601	0.182018
Itgb6_mef	0.998568	0.00142001	1.24159e-05
Itgb3_mef	0.102393	0.860559	0.0370487
Itgb2l_mef	0.834409	0.16322	0.00237053
Itgb2_mef	0.993999	0.00594753	5.33846e-05
Itgb1bp3_mef	0.970601	0.0290949	0.000304343
Itgb1bp2_mef	0.981914	0.0179097	0.000176353
Itgax_mef	0.952743	0.046732	0.000524869
Itgam_mef	0.998109	0.00187436	1.63316e-05
Itgal_mef	0.954351	0.0451451	0.000504212
Itgae_mef	0.972918	0.026805	0.000277302
Itga9_mef	0.599863	0.392521	0.00761696
Itga8_mef	0.00248244	0.830294	0.167224
Itga7_mef	0.0833678	0.875757	0.0408749
Itga5_mef	0.0221587	0.906101	0.0717402
Itga4_mef	0.521561	0.468534	0.00990515
Itga2_mef	0.863204	0.134927	0.00186917
Itga10_mef	0.962992	0.0366124	0.00039581
Itga1_mef	0.576661	0.415078	0.00826152
Isx_mef	0.968202	0.0314654	0.000332751
Isoc2b_mef	0.439576	0.547722	0.0127014
Islr2_mef	0.934969	0.0642684	0.000762672
Islr_mef	0.343546	0.639742	0.0167125
Isl2_mef	0.732658	0.262957	0.00438544
Isl1_mef	0.987211	0.0126688	0.000120368
Isg20_mef	0.114195	0.85072	0.0350854
Irx6_mef	0.960478	0.0390949	0.000426869
Irx5_mef	0.0790483	0.879056	0.0418954
Irx4_mef	0.966996	0.0326572	0.000347187
Irx1_mef	0.0027559	0.836389	0.160855
Irs4_mef	0.993613	0.00633037	5.70252e-05
Irs3_mef	0.996261	0.00370632	3.25877e-05
Irs2_mef	0.162732	0.808305	0.0289628
Irgc1_mef	0.681178	0.31327	0.00555202
Irf8_mef	0.98706	0.0128176	0.000121916
Irf7_mef	0.930757	0.0684213	0.000821386
Irf6_mef	0.998743	0.00124593	1.09278e-05
Irf5_mef	0.392742	0.59272	0.0145375
Irf4_mef	0.989614	0.0102904	9.59751e-05
Irak4_mef	0.805221	0.191869	0.00290992
Iqub_mef	0.999757	0.00024023	2.38283e-06
Iqsec3_mef	0.507367	0.482277	0.0103568
Iqsec2_mef	0.683512	0.310991	0.00549689
Iqck_mef	0.999311	0.000683178	6.15368e-06
Iqcf4_mef	0.962726	0.0368753	0.00039908
Iqcf3_mef	0.916094	0.0828733	0.00103232
Iqcd_mef	0.965384	0.0342489	0.000366626
Invs_mef	0.317556	0.664455	0.017989
Intu_mef	0.881468	0.116964	0.00156748
Insrr_mef	0.871285	0.126981	0.0017341
Insr_mef	0.977143	0.0226275	0.000229044
Insm2_mef	0.997209	0.00276686	2.41598e-05
Insm1_mef	0.997402	0.00257578	2.24688e-05
Insl5_mef	0.99691	0.00306367	2.68023e-05
Inpp4b_mef	0.991944	0.007983	7.30053e-05
Inpp4a_mef	0.944694	0.054675	0.00063048
Inpp1_mef	0.129372	0.83774	0.0328887
Inmt_mef	0.972108	0.0276051	0.000286704
Inhbe_mef	0.990187	0.00972283	9.02582e-05
Inhbc_mef	0.934267	0.0649603	0.000772392
Inha_mef	0.816976	0.180335	0.00268895
Indol1_mef	0.994242	0.00570668	5.11068e-05
Indo_mef	0.996381	0.00358731	3.15099e-05
Inadl_mef	0.872504	0.125782	0.00171394
Impg1_mef	0.984125	0.0157227	0.000152642
Il9r_mef	0.997928	0.00205453	1.78973e-05
Il9_mef	0.867758	0.130449	0.00179274
Il7r_mef	0.997769	0.00221158	1.92682e-05
Il7_mef	0.970629	0.0290667	0.000304007
Il6ra_mef	0.722258	0.27313	0.00461289
Il6_mef	0.165014	0.806257	0.0287284
Il5ra_mef	0.999474	0.00052079	4.78004e-06
Il5_mef	0.992934	0.00700271	6.34757e-05
Il4ra_mef	0.0230722	0.906341	0.0705863
Il4i1_mef	0.976256	0.0235051	0.000239063
Il4_mef	0.995915	0.0040496	3.57123e-05
Il33_mef	0.997822	0.00215917	1.881e-05
Il31ra_mef	0.675044	0.319258	0.00569798
Il3_mef	0.997511	0.00246699	2.15096e-05
Il2rb_mef	0.965978	0.0336626	0.000359445
Il2ra_mef	0.993912	0.00603393	5.42041e-05
Il28ra_mef	0.974384	0.0253552	0.000260393
Il27ra_mef	0.701422	0.293497	0.00508098
Il25_mef	0.993167	0.00677202	6.12544e-05
Il24_mef	0.993098	0.00683967	6.19049e-05
Il23a_mef	0.995587	0.0043745	3.86909e-05
Il22ra2_mef	0.996834	0.00313823	2.74692e-05
Il21r_mef	0.970272	0.0294196	0.00030821
Il21_mef	0.999533	0.00046292	4.28944e-06
Il20rb_mef	0.99158	0.00834347	7.65452e-05
Il20ra_mef	0.984889	0.0149664	0.000144555
Il20_mef	0.545989	0.444855	0.00915579
Il2_mef	0.996043	0.00392285	3.4556e-05
Il1rn_mef	0.00489155	0.865593	0.129516
Il1rl2_mef	0.493894	0.495309	0.0107972
Il1rl1_mef	8.22291e-08	0.056618	0.943382
Il1rapl2_mef	0.998756	0.00123305	1.08179e-05
Il1rap_mef	0.557285	0.433894	0.00882064
Il1r2_mef	0.78773	0.209022	0.00324798
Il1r1_mef	0.00494642	0.866089	0.128965
Il1f9_mef	0.958689	0.0408614	0.000449212
Il1f8_mef	0.982201	0.0176259	0.000173249
Il1f6_mef	0.868247	0.129969	0.00178459
Il1f5_mef	0.835104	0.162538	0.00235806
Il1f10_mef	0.605654	0.386886	0.00746013
Il1b_mef	0.752971	0.243076	0.00395289
Il1a_mef	0.99939	0.000604212	5.48601e-06
Il18rap_mef	0.265906	0.713224	0.0208701
Il18r1_mef	0.999603	0.000393117	3.69601e-06
Il18bp_mef	0.650435	0.343266	0.00629913
Il18_mef	0.0269134	0.906751	0.0663354
Il17rc_mef	0.0263152	0.906743	0.0669417
Il17rb_mef	0.993392	0.00654867	5.91116e-05
Il17d_mef	0.995728	0.00423478	3.74075e-05
Il17a_mef	0.987787	0.0120987	0.000114459
Il16_mef	0.944772	0.0545983	0.000629442
Il15ra_mef	0.581928	0.409959	0.00811287
Il15_mef	0.998123	0.00186058	1.6212e-05
Il13ra2_mef	0.989696	0.0102087	9.51495e-05
Il13ra1_mef	0.00927561	0.889555	0.10117
Il13_mef	0.9842	0.0156482	0.000151842
Il12rb2_mef	0.995895	0.00406948	3.5894e-05
Il12rb1_mef	0.970944	0.0287559	0.000300314
Il12b_mef	0.996131	0.00383518	3.37579e-05
Il12a_mef	0.998834	0.00115634	1.01643e-05
Il11_mef	0.0523794	0.897325	0.0502951
Il10ra_mef	0.993243	0.00669617	6.05258e-05
Il10_mef	0.99898	0.00101118	8.93061e-06
Ikzf4_mef	0.947235	0.0521678	0.000596756
Ikzf3_mef	0.960648	0.0389276	0.000424763
Ikzf2_mef	0.981563	0.0182565	0.000180157
Ikzf1_mef	0.89315	0.105468	0.00138139
Ikbke_mef	0.297065	0.683864	0.0190711
Iigp2_mef	0.927597	0.0715371	0.000866006
Iigp1_mef	0.996011	0.00395436	3.48431e-05
Ihpk3_mef	0.98793	0.0119569	0.000112995
Ihh_mef	0.972632	0.0270878	0.00028062
Igsf9_mef	0.946555	0.0528389	0.000605749
Igsf6_mef	0.860696	0.137393	0.00191161
Igsf5_mef	0.993763	0.00618182	5.56097e-05
Igsf11_mef	0.99722	0.00275603	2.40638e-05
Igsf1_mef	0.929374	0.0697853	0.00084086
Igj_mef	0.997604	0.00237541	2.07042e-05
Igfbpl1_mef	0.834486	0.163145	0.00236915
Igfbp6_mef	0.000785408	0.747497	0.251718
Igfbp1_mef	0.998885	0.00110545	9.73136e-06
Igfals_mef	0.74088	0.254912	0.00420851
Igf1_mef	0.119541	0.846184	0.0342742
Igbp1b_mef	0.996843	0.00312945	2.73905e-05
Ift122_mef	0.828226	0.169291	0.00248218
Ifng_mef	0.999087	0.000904763	8.02833e-06
Ifnb1_mef	0.980385	0.0194219	0.000193021
Ifna11_mef	0.99741	0.00256754	2.2396e-05
Ifna1_mef	0.912237	0.0866739	0.00108944
Ifltd1_mef	0.902706	0.0960612	0.00123331
Ifitm7_mef	0.991059	0.00885985	8.16481e-05
Ifitm6_mef	0.920447	0.0785843	0.000968678
Ifitm5_mef	0.823149	0.174276	0.00257493
Ifit3_mef	0.802832	0.194212	0.00295543
Ifit2_mef	0.137789	0.830414	0.0317967
Ifit1_mef	0.994475	0.00547576	4.89321e-05
Ifih1_mef	0.752199	0.243832	0.00396904
Ifi47_mef	0.189832	0.783778	0.0263904
Ifi44_mef	0.756374	0.239744	0.00388192
Ifi27_mef	0.815335	0.181945	0.00271949
Ifi204_mef	0.899209	0.0995044	0.00128706
Ifi203$Ifi203_mef	0.792381	0.204462	0.00315701
Idi2_mef	0.998979	0.00101226	8.93974e-06
Icos_mef	0.961648	0.03794	0.00041237
Icam5_mef	0.848541	0.149339	0.00212061
Icam4_mef	0.986217	0.0136523	0.00013065
Icam2_mef	0.991059	0.00885911	8.16408e-05
Ica1l_mef	0.993565	0.0063778	5.74779e-05
Ibsp$Ibsp_mef	0.998014	0.00196889	1.71521e-05
Ibrdc2_mef	0.97545	0.0243016	0.000248211
Iapp_mef	0.997991	0.00199209	1.73538e-05
Hydin_mef	0.934164	0.0650625	0.000773831
Hyal5_mef	0.999448	0.000546915	5.00124e-06
Hyal4_mef	0.920205	0.0788226	0.000972191
Hyal3_mef	0.908123	0.0907255	0.00115105
Hyal1$Hyal1_mef	0.397431	0.588225	0.0143443
Htra4_mef	0.998835	0.00115436	1.01475e-05
Htra3_mef	0.397917	0.587758	0.0143244
Htr7_mef	0.965927	0.0337132	0.000360064
Htr6_mef	0.991947	0.00798045	7.29804e-05
Htr5b_mef	0.992359	0.00757215	6.89938e-05
Htr5a_mef	0.99486	0.00509497	4.53663e-05
Htr4_mef	0.99854	0.00144707	1.26479e-05
Htr3b_mef	0.989942	0.00996527	9.26949e-05
Htr2c_mef	0.999302	0.00069181	6.22666e-06
Htr2b_mef	0.973197	0.026529	0.00027407
Htr1f_mef	0.995749	0.00421337	3.72111e-05
Htr1d_mef	0.904314	0.0944777	0.00120877
Htr1a_mef	0.951442	0.0480158	0.000541693
Hspb7_mef	0.776077	0.220443	0.00347938
Hspb3_mef	0.942495	0.0568447	0.000659944
Hspa1l_mef	0.998015	0.00196829	1.71469e-05
Hspa1a_mef	0.10825	0.855707	0.0360422
Hspa12b_mef	0.91415	0.0847888	0.00106103
Hspa12a_mef	0.930282	0.0688904	0.000828073
Hsh2d_mef	0.994087	0.00586038	5.25592e-05
Hsfy2_mef	0.997332	0.00264462	2.30771e-05
Hsf5_mef	0.997837	0.00214448	1.86818e-05
Hsf4_mef	0.923757	0.0753217	0.000920847
Hsd3b5_mef	0.993569	0.0063731	5.74329e-05
Hsd3b4_mef	0.998172	0.00181184	1.579e-05
Hsd3b3$Hsd3b2_mef	0.999234	0.000759235	6.79675e-06
Hsd3b2$Hsd3b2_mef	0.99894	0.00105039	9.2635e-06
Hsd3b1_mef	0.995502	0.00445808	3.94604e-05
Hsd17b6_mef	0.991025	0.00889265	8.19736e-05
Hsd17b3_mef	0.99879	0.00119993	1.05356e-05
Hsd17b2_mef	0.997526	0.00245234	2.13806e-05
Hsd17b13_mef	0.995345	0.00461426	4.09018e-05
Hsd17b1_mef	0.978009	0.021772	0.000219341
Hsd11b2_mef	0.92303	0.0760386	0.000931313
Hsd11b1_mef	0.574215	0.417454	0.00833102
Hs6st3_mef	0.985368	0.0144929	0.000139523
Hs6st2_mef	5.56113e-05	0.476998	0.522946
Hs3st6_mef	0.918645	0.0803604	0.000994929
Hs3st3b1_mef	0.757172	0.238962	0.00386534
Hs3st3a1_mef	0.705486	0.289526	0.00498837
Hs3st2_mef	0.99167	0.00825467	7.56715e-05
Hs3st1_mef	0.812947	0.184289	0.00276412
Hrh4_mef	0.996463	0.00350671	3.07817e-05
