Loci	ips_0	ips_1	ips_2	pips_0	pips_1	pips_2	mef_0	mef_1	mef_2
Cd300lg	0.999956	4.39696e-05	1.40061e-07	1	7.15035e-08	4.27008e-12	0.9997	0.000300089	6.71384e-08
Cd300lf	0.00239686	0.99758	2.28972e-05	0.00251143	0.997488	8.86675e-08	0.00266197	0.997225	0.000113113
Cd300lb	0.999929	7.07666e-05	4.0423e-09	1	1.28433e-07	2.38713e-12	0.999951	4.91748e-05	5.32724e-10
Cd300a	0.999938	6.20523e-05	2.80236e-08	0.999999	7.96065e-07	4.71916e-12	0.999461	0.00053895	2.07707e-08
Cd28	0.999971	2.88875e-05	5.63429e-08	1	1.06543e-09	2.49247e-12	0.999999	6.46494e-07	1.36459e-10
Cd274	0.999204	0.00079351	2.7297e-06	0.999989	1.10453e-05	1.34868e-10	0.999479	0.000519752	7.86496e-07
Cd27	0.999999	6.38837e-07	1.82145e-09	1	4.89693e-11	8.64489e-14	0.999985	1.47441e-05	9.14022e-10
Cd247	0.999954	4.54262e-05	8.42231e-08	1	1.42371e-08	2.89872e-12	0.99994	6.01552e-05	4.25035e-09
Cd244	0.999989	1.13701e-05	1.67729e-09	1	2.02815e-07	2.44573e-12	0.998706	0.00129381	2.82356e-07
Cd226	0.999973	2.74978e-05	1.71416e-09	1	5.99811e-09	2.81189e-13	0.999112	0.000887174	4.34764e-07
Cd22	0.376747	0.623209	4.46329e-05	0.385007	0.614993	4.67191e-08	0.372728	0.627165	0.000107707
Cd209e	0.999972	2.80676e-05	1.66112e-09	1	4.95776e-08	4.43998e-14	0.999069	0.000930595	1.42985e-07
Cd209d	0.896952	0.103047	3.55377e-07	0.900055	0.0999446	2.51214e-08	0.812522	0.186953	0.000525162
Cd209c	0.999477	0.000523061	3.36816e-07	0.999975	2.52431e-05	3.07859e-11	0.999545	0.000455248	4.46448e-08
Cd209b	0.999925	7.49762e-05	2.18949e-08	1	4.26916e-07	2.54196e-12	0.999786	0.000213959	1.29953e-08
Cd209a	0.984803	0.015195	1.60184e-06	0.987515	0.0124851	8.58954e-10	0.972936	0.0270495	1.43153e-05
Cd207	0.989785	0.0102144	3.97476e-07	0.993822	0.00617833	6.70115e-11	0.98059	0.0194077	2.61567e-06
Cd200r4	1	6.59924e-09	1.15914e-10	1	2.35781e-13	1.78423e-14	0.999999	8.35546e-07	3.36428e-10
Cd200r3	0.99998	1.95634e-05	1.77142e-09	1	3.97822e-12	1.4312e-15	0.999998	1.56008e-06	2.73792e-10
Cd200r1	0.999841	0.000158545	3.64226e-08	1	1.30922e-08	6.03748e-13	0.999964	3.60006e-05	4.87916e-10
Cd200	0.878983	0.121016	1.32323e-06	0.879442	0.120557	1.0083e-06	0.232726	0.730924	0.0363504
Cd2	0.999884	0.000115478	3.24532e-08	0.999998	2.01413e-06	2.56484e-12	0.997347	0.00265258	1.8769e-07
Cd1d2	0.998522	0.00147552	2.25709e-06	0.999904	9.63734e-05	4.86462e-11	0.998525	0.00147519	1.60756e-07
Cd19	0.100136	0.899854	1.04643e-05	0.105895	0.894105	1.48049e-09	0.101935	0.898049	1.66609e-05
Cd180	0.99995	4.99996e-05	1.78272e-09	1	2.77746e-08	1.14708e-13	0.999936	6.39093e-05	4.88352e-10
Cd177	0.999975	2.52252e-05	3.89312e-08	1	9.90652e-08	5.97365e-12	0.999733	0.000267076	1.98335e-07
Cd164l2	0.984687	0.0153079	5.44103e-06	0.986696	0.0133038	2.67591e-08	0.984466	0.0155336	5.3549e-07
Cd163	0.999989	1.11694e-05	4.83445e-11	1	2.73225e-11	2.4019e-14	0.999971	2.88174e-05	1.42067e-09
Cd160	0.999275	0.000722539	1.98823e-06	0.999546	0.000454293	9.20674e-10	0.995699	0.00429965	1.8331e-06
Cd14	0.00769845	0.992266	3.55422e-05	0.00756681	0.992432	9.97188e-07	0.00789758	0.991909	0.000193712
Cct6b	1	1.41385e-07	3.07894e-08	1	6.72156e-10	6.71042e-12	0.999993	7.38603e-06	4.45479e-08
Ccrl2	0.962857	0.0370703	7.24127e-05	0.976913	0.0230869	5.30228e-09	0.970715	0.029272	1.33175e-05
Ccrl1	0.208143	0.791815	4.2321e-05	0.212892	0.787108	3.08568e-07	0.211935	0.788017	4.88618e-05
Ccr9	0.998411	0.00158847	5.37841e-08	0.998813	0.00118732	1.31068e-12	0.987608	0.0123901	2.28673e-06
Ccr8	0.999818	0.000182192	1.73133e-07	0.999985	1.47998e-05	6.27647e-12	0.996741	0.00325765	9.53353e-07
Ccr7	0.98834	0.0116543	5.34775e-06	0.991111	0.00888876	1.19441e-10	0.983438	0.0165595	2.23419e-06
Ccr6	0.998705	0.00129038	4.49638e-06	0.999664	0.00033637	1.31579e-09	0.999091	0.000908944	3.72914e-07
Ccr5	1	2.99847e-07	8.44602e-11	1	6.77446e-12	7.05062e-14	0.999984	1.64039e-05	5.76839e-10
Ccr4	0.999554	0.000446105	1.98382e-08	0.999636	0.00036399	7.97105e-11	0.983149	0.0168505	9.16584e-07
Ccr3	0.999975	2.52015e-05	2.25031e-09	1	3.27757e-10	4.82164e-15	0.999763	0.000236459	5.04164e-08
Ccr2	0.997659	0.00233701	4.19366e-06	0.999444	0.000556384	3.60054e-10	0.99762	0.00237943	3.66522e-07
Ccr1l1	0.999199	0.000801168	3.69995e-08	0.999851	0.00014891	2.59019e-11	0.984761	0.0152301	8.88003e-06
Ccr10	0.279193	0.720636	0.000171237	0.289539	0.710461	2.74475e-07	0.286223	0.71364	0.000136722
Ccr1	0.999762	0.000237503	6.33096e-08	1	3.22631e-07	3.95361e-13	0.998015	0.00198476	3.22269e-07
Ccnjl	0.999598	0.000400964	1.2946e-06	0.999807	0.000192798	3.80481e-07	0.999979	2.07738e-05	9.80379e-09
Ccnj	0.997782	0.00221245	5.05277e-06	0.99893	0.00107002	6.24045e-09	0.998413	0.00158614	5.93337e-07
Ccnb3	1	5.03859e-08	6.70459e-10	1	7.75575e-13	1.69247e-14	0.999999	1.22589e-06	6.57265e-10
Ccna1	0.999886	0.000114412	4.47261e-08	0.999988	1.22866e-05	2.52188e-12	0.996293	0.00370615	6.11277e-07
Ccl9	0.999848	0.000151749	5.20909e-07	1	2.13313e-09	2.91076e-12	0.999992	7.51061e-06	7.45558e-09
Ccl8	0.977144	0.0228557	6.11869e-07	0.988819	0.0111814	7.47057e-11	0.98735	0.0126497	1.2539e-08
Ccl7	0.00130432	0.998476	0.000219758	0.00229429	0.997699	7.04068e-06	1.07031e-06	0.99835	0.00164882
Ccl6	0.999268	0.000731881	4.33959e-09	0.999993	6.71119e-06	1.87831e-13	0.999502	0.000497952	1.30838e-09
Ccl5	0.433578	0.566353	6.94778e-05	0.440324	0.559675	8.37593e-07	0.402488	0.597124	0.000387877
Ccl4	5.34879e-06	0.99998	1.42491e-05	7.03954e-06	0.999993	6.92325e-09	4.72548e-05	0.999925	2.77367e-05
Ccl3	0.975248	0.024699	5.31416e-05	0.992456	0.0075443	5.62591e-10	0.988421	0.0115784	3.75255e-07
Ccl28	0.999597	0.000402895	6.56861e-08	0.99997	2.97022e-05	6.46499e-12	0.99863	0.00136978	6.64025e-08
Ccl25	0.733293	0.266639	6.73103e-05	0.736292	0.263705	3.17016e-06	0.70495	0.294483	0.000566658
Ccl24	4.84019e-05	0.999932	1.96265e-05	6.53548e-05	0.999935	1.71426e-08	7.26325e-05	0.999807	0.000120767
Ccl22	0.446315	0.553667	1.79921e-05	0.45406	0.54594	1.22731e-08	0.445046	0.554916	3.80824e-05
Ccl21a	0.999979	2.08943e-05	1.6241e-08	1	1.89129e-08	3.09757e-12	0.999876	0.000124208	1.5557e-08
Ccl20	1.1844e-05	0.999624	0.00036429	8.781e-06	0.999928	6.37167e-05	1.49157e-06	0.998845	0.00115372
Ccl19	0.999778	0.000222218	8.7224e-08	0.999987	1.33332e-05	8.20429e-12	0.998403	0.00159644	1.39538e-07
Ccl17	0.0185878	0.9814	1.24427e-05	0.0192557	0.980744	2.41491e-08	0.00466516	0.995074	0.000260803
Ccl12	0.999956	4.37129e-05	3.83569e-09	1	2.8975e-08	5.63384e-13	0.999998	2.00002e-06	1.54964e-11
Ccl11	0.999772	0.000228418	3.68628e-09	1	3.80296e-08	7.49976e-14	0.999997	2.62015e-06	1.81814e-12
Ccl1	0.913936	0.0860374	2.6567e-05	0.92441	0.0755896	2.10882e-08	0.923921	0.0760788	3.87076e-07
Cckbr	0.00630474	0.993416	0.000279427	0.00695808	0.993028	1.39366e-05	0.00642572	0.992254	0.00132074
Cckar	0.999999	9.58163e-07	1.01313e-10	1	9.05987e-10	4.27066e-14	0.999915	8.48119e-05	4.65271e-10
Cck	0.981287	0.0187128	1.84613e-07	0.982313	0.0176873	2.36872e-11	0.821284	0.178584	0.000132285
Ccin	0.99875	0.00124819	1.41718e-06	0.999869	0.000130937	5.64949e-11	0.998698	0.00130181	2.11013e-07
Ccdc96	0.999859	0.000141088	2.73918e-07	0.999994	5.82886e-06	3.95827e-10	0.999815	0.000185126	7.73903e-08
Ccdc93	0.998118	0.00187486	6.97357e-06	0.999651	0.000349491	1.80685e-09	0.999276	0.000724182	1.71826e-07
Ccdc88b	0.998798	0.00119519	6.38908e-06	0.99969	0.000310241	3.59787e-10	0.996272	0.00372628	2.12534e-06
Ccdc87	0.999917	8.30229e-05	2.85393e-07	0.999987	1.33393e-05	8.87206e-11	0.998857	0.00114283	4.39479e-07
Ccdc85a	0.99931	0.000675679	1.39696e-05	0.999998	2.14626e-06	6.7084e-12	0.999572	0.000427704	5.42942e-07
Ccdc83	0.99997	3.02306e-05	6.30472e-08	1	2.19211e-08	3.3589e-12	0.999894	0.000105881	5.43484e-09
Ccdc82	0.976846	0.0231544	3.85688e-08	0.976496	0.0235044	2.48194e-09	0.595445	0.404257	0.000298587
Ccdc79	0.999998	2.15706e-06	3.48393e-08	1	2.49476e-11	3.11187e-13	0.999996	3.52928e-06	8.92752e-10
Ccdc73	0.999793	0.000206758	4.8496e-07	0.999999	7.3174e-07	8.7065e-12	0.997227	0.00277293	3.12336e-07
Ccdc70	0.99969	0.00030989	1.66709e-08	0.999952	4.7571e-05	2.45986e-12	0.992389	0.00760931	1.50983e-06
Ccdc7	0.999994	5.60818e-06	1.13809e-09	1	2.79986e-10	5.02336e-14	0.999149	0.000849996	6.81558e-07
Ccdc69	0.0965761	0.903353	7.07253e-05	0.100728	0.899272	1.08538e-07	0.0985388	0.901326	0.00013561
Ccdc68	0.999355	0.000644967	4.43379e-08	0.999201	0.00079927	3.17434e-08	0.962184	0.0377779	3.82936e-05
Ccdc67	0.999982	1.81522e-05	5.32552e-08	1	4.23841e-09	2.19056e-12	0.999945	5.44981e-05	2.17493e-08
Ccdc65	0.998635	0.00136381	1.43306e-06	0.999981	1.89079e-05	1.28475e-11	0.999573	0.000426572	3.30099e-07
Ccdc64b	0.999893	0.000105456	1.07428e-06	1	2.09419e-07	3.49273e-11	0.999827	0.000173295	2.26799e-08
Ccdc63	0.810975	0.188931	9.34813e-05	0.835342	0.164658	1.20933e-08	0.830768	0.169229	3.33469e-06
Ccdc60	0.999881	0.000118892	5.16624e-07	0.999977	2.34528e-05	6.01847e-11	0.951746	0.0481688	8.54134e-05
Ccdc57	0.999956	4.31671e-05	4.01591e-07	0.999999	9.48641e-07	6.93194e-11	0.998973	0.001025	2.31563e-06
Ccdc54	0.999851	0.000149345	1.27317e-09	1	8.16474e-09	4.94467e-14	1	3.65788e-07	3.94569e-12
Ccdc46	0.999999	7.28561e-07	5.21509e-08	1	2.54046e-12	1.31206e-12	0.999999	1.41789e-06	1.86335e-08
Ccdc40	0.816332	0.18281	0.000857946	0.856556	0.143444	8.49522e-08	0.856556	0.14343	1.44119e-05
Ccdc39	0.999998	2.19921e-06	2.34957e-08	1	4.29399e-12	3.56278e-13	0.999986	1.38408e-05	5.18679e-08
Ccdc38	0.999961	3.91567e-05	3.49198e-08	1	7.66668e-09	1.70684e-12	0.999984	1.63982e-05	6.07619e-10
Ccdc33	0.973974	0.0258752	0.00015081	0.977617	0.0223812	1.67091e-06	0.971856	0.0280734	7.03196e-05
Ccdc28b	0.999934	6.58316e-05	2.42187e-07	1	4.28904e-08	2.20944e-11	0.999917	8.32864e-05	3.42462e-08
Ccdc28a$Ccdc28a	0.955499	0.0445001	8.27169e-07	0.957929	0.0420707	9.85621e-10	0.950218	0.0497812	1.27256e-06
Ccdc25	1	8.45536e-12	7.84214e-12	1	6.30705e-13	3.88308e-14	1	4.4039e-07	1.48299e-09
Ccdc134	0.872673	0.127313	1.37457e-05	0.874612	0.125388	6.86308e-08	0.864563	0.135416	2.14153e-05
Ccdc130	0.988406	0.0115221	7.14573e-05	0.991001	0.00899899	2.60565e-07	0.986034	0.0139542	1.20162e-05
Ccdc125	0.999974	2.64171e-05	5.69418e-08	1	1.10667e-09	1.99313e-13	0.999984	1.60885e-05	6.68967e-09
Ccdc122	0.00125409	0.998713	3.29306e-05	0.000928588	0.999068	3.12798e-06	0.000605871	0.999107	0.000287555
Ccdc116	0.99993	7.04493e-05	2.79367e-08	0.99998	1.97587e-05	2.03345e-09	0.999808	0.00019189	1.75719e-08
Ccdc113	0.999997	3.37583e-06	9.42156e-10	1	6.4455e-11	1.97709e-14	0.999792	0.000208249	2.24473e-09
Ccdc110	0.99998	1.97242e-05	9.2548e-09	1	6.65261e-09	1.71438e-13	0.999897	0.000102726	5.91483e-09
Ccdc11	0.999335	0.000663634	1.59427e-06	0.9999	0.000100215	1.36708e-10	0.998443	0.0015565	3.67957e-07
Ccdc109b	0.00767756	0.992212	0.000110316	0.0072152	0.992662	0.000122981	0.000136306	0.970693	0.0291705
Ccdc108	0.999996	3.74149e-06	5.03199e-09	1	9.53125e-10	6.88544e-13	0.999961	3.85095e-05	4.39149e-09
Ccdc103	0.99997	2.97977e-05	2.47599e-07	1	7.19529e-08	4.55472e-11	0.99996	4.01543e-05	2.62345e-08
Ccbp2	0.311621	0.688377	1.86445e-06	0.316478	0.683522	5.5092e-10	0.307855	0.692137	7.81837e-06
Ccbl1	0.999954	4.50972e-05	1.18147e-06	0.999999	9.35731e-07	1.29371e-09	0.999934	6.58385e-05	3.47641e-07
Ccbe1	0.160202	0.839758	4.00725e-05	0.16029	0.83971	6.31941e-07	0.0366232	0.959029	0.00434796
Cbx8	0.738731	0.26119	7.89953e-05	0.745475	0.254524	2.13997e-07	0.740036	0.259926	3.80536e-05
Cbx1$Cbx1	0.950985	0.0490126	2.42129e-06	0.956639	0.0433609	2.37151e-10	0.945734	0.0542641	1.80999e-06
Cbr2	0.642255	0.0340728	0.323672	7.5261e-10	0.00528733	0.994713	1.8497e-08	0.00437991	0.99562
Cbln4	0.999978	2.19861e-05	8.98845e-09	1	2.37141e-08	1.15119e-13	0.999237	0.000762432	2.00103e-07
Cbln3	0.999917	8.17151e-05	1.11381e-06	1	1.4357e-07	7.7045e-11	0.999963	3.70334e-05	2.03774e-08
Cbln2	0.73606	0.263932	7.83778e-06	0.742269	0.257731	1.2238e-09	0.730665	0.269305	2.99318e-05
Cbfa2t3h	0.66306	0.336939	4.46559e-07	0.667581	0.332419	3.01727e-10	0.642255	0.357742	2.78332e-06
Cav3	0.979441	0.0205589	3.72263e-08	0.980422	0.0195778	2.62322e-11	0.869559	0.130401	3.93905e-05
Catsper3	0.99979	0.000208784	8.30988e-07	0.999982	1.78809e-05	6.27684e-11	0.998693	0.00130693	3.11688e-07
Catsper2	1	6.60676e-08	3.36037e-08	1	5.09424e-10	6.61817e-11	0.999999	6.43539e-07	1.92223e-09
Catsper1	0.997573	0.00242652	8.96258e-07	0.999132	0.00086798	5.36183e-11	0.991272	0.00872587	1.72601e-06
Casz1$Casz1	0.803155	0.196842	2.9407e-06	0.808714	0.191286	2.73497e-09	0.802898	0.197099	3.0715e-06
Casr	0.457588	0.542402	1.00956e-05	0.463016	0.536984	2.14355e-08	0.419669	0.580069	0.000261461
Casq1	0.994505	0.00546243	3.28708e-05	0.999906	9.39975e-05	1.96684e-10	0.999884	0.000115827	3.09434e-09
Casp4	0.999576	0.000422474	1.25068e-06	1	1.51937e-07	2.97925e-11	0.999936	6.34418e-05	1.26687e-07
Casp14	0.999405	0.00059463	2.56377e-07	1	2.32182e-07	2.5211e-11	1	1.21828e-07	6.99282e-11
Casp12	0.521001	0.478997	2.34782e-06	0.52485	0.47515	1.32105e-09	0.231709	0.768157	0.000133443
Casp1	0.999914	8.60069e-05	5.02793e-10	1	5.95183e-08	3.43213e-13	0.999865	0.000134655	1.33579e-10
Caskin1	0.99141	0.00856088	2.93984e-05	0.995507	0.00449297	2.28811e-09	0.993042	0.00695651	1.71298e-06
Cartpt	0.999429	0.000570238	4.56403e-07	0.999842	0.000158372	1.25324e-11	0.996588	0.00341099	1.06532e-06
Carkl	0.99999	9.51621e-06	6.80443e-09	1	2.71089e-09	1.55723e-12	0.999991	9.24736e-06	2.34058e-09
Carf	1	5.08801e-11	1.9549e-08	1	1.82167e-12	1.12443e-12	1	3.04997e-08	4.9668e-09
Card14	0.0366306	0.963267	0.000102738	0.0385824	0.961417	5.11491e-07	0.0376485	0.962211	0.000140219
Card11	0.989605	0.0103937	8.81507e-07	0.993396	0.00660357	4.01701e-10	0.990821	0.00917781	6.99177e-07
Car9	0.72783	0.272091	7.92911e-05	0.743783	0.256217	4.80245e-08	0.733304	0.266669	2.71068e-05
Car8$Car8	0.999997	2.58605e-06	2.56283e-10	1	1.33134e-11	2.08767e-15	0.999998	1.98755e-06	3.7447e-11
Car7	0.890118	0.109708	0.000174104	0.899736	0.100264	4.81214e-08	0.889612	0.110292	9.64277e-05
Car6	0.996002	0.00399694	1.14985e-06	0.996204	0.00379598	6.65663e-09	0.739839	0.258757	0.00140357
Car5b	0.702933	0.297036	3.15585e-05	0.706229	0.293771	1.30268e-07	0.683896	0.315988	0.000115883
Car5a	0.999135	0.000861167	4.32933e-06	0.99998	1.97454e-05	1.07303e-10	0.999595	0.000404871	2.97372e-07
Car3	0.0353943	0.964368	0.000237334	0.0426892	0.95731	4.13303e-07	0.0398288	0.959878	0.00029308
Car15	0.0294978	0.970398	0.000104083	0.0318772	0.968122	3.64716e-07	0.0305561	0.969248	0.000195843
Car13	0.874577	0.124547	0.000875388	0.9769	0.0230998	1.76576e-09	0.953256	0.0467207	2.3435e-05
Car12	0.0973355	0.902625	3.96815e-05	0.0978257	0.902154	2.06247e-05	0.107858	0.892081	6.04747e-05
Car11	0.105147	0.894751	0.000101563	0.107011	0.892983	6.00347e-06	0.107448	0.892425	0.000127066
Car10	0.992422	0.00756886	9.19806e-06	0.994515	0.00548527	2.14201e-09	0.984652	0.0153256	2.25101e-05
Car1	0.993741	0.00625842	8.78768e-07	0.994913	0.00508705	1.47159e-09	0.970457	0.0295051	3.77441e-05
Capza3	0.999976	2.36413e-05	4.08283e-10	1	9.68913e-10	1.87197e-13	0.99999	1.02063e-05	4.30651e-10
Caps2	0.989638	0.0102595	0.000102015	0.999992	7.53522e-06	2.88583e-10	0.999756	0.000243322	7.8591e-07
Capn9	0.992127	0.00787092	2.26674e-06	0.993724	0.00627631	3.34081e-09	0.989156	0.010842	2.15792e-06
Capn8	0.994172	0.00582353	4.51732e-06	0.998415	0.00158476	3.63038e-11	0.992	0.00799935	3.59985e-07
Capn6	0.000394742	0.999534	7.1519e-05	0.000395041	0.999588	1.64848e-05	6.08141e-06	0.992113	0.00788063
Capn3$Capn3	0.972203	0.0277759	2.15345e-05	0.999573	0.000427348	1.59144e-11	0.999357	0.000643241	1.03469e-08
Capn3	0.317042	0.68287	8.76343e-05	0.322472	0.677526	1.7503e-06	0.314201	0.68547	0.000329315
Capn13	0.98356	0.0164388	9.24352e-07	0.989621	0.0103792	4.24722e-11	0.963046	0.0369376	1.61994e-05
Cap2	0.551897	0.448098	4.97223e-06	0.552456	0.447544	1.77877e-07	0.0788049	0.910144	0.0110509
Camp	0.998625	0.00137477	4.13655e-07	0.999827	0.000173162	3.79196e-11	0.998296	0.00170346	9.25257e-08
Camkk1	0.115067	0.884206	0.000727263	0.122191	0.877803	6.23938e-06	0.118842	0.880805	0.000352633
Camk4	0.0837776	0.916139	8.332e-05	0.0889611	0.911039	2.00005e-07	0.0889795	0.910891	0.000129423
Camk2d	0.999802	0.000195147	2.66837e-06	0.999827	0.000173287	5.0605e-08	0.996262	0.00373242	6.07794e-06
Camk2a	0.971645	0.0282857	6.92171e-05	0.98383	0.0161701	3.97641e-09	0.979572	0.0204267	1.61609e-06
Camk1g	0.012489	0.987468	4.3414e-05	0.0131601	0.98684	1.75555e-07	0.0119567	0.987801	0.000242152
Camk1	0.00188948	0.998003	0.000107719	0.00178829	0.998186	2.55807e-05	0.0001716	0.996065	0.00376344
Calr3	0.999999	1.3966e-06	2.70463e-09	1	2.54081e-10	2.7339e-13	0.999995	5.48204e-06	1.06021e-09
Caln1	0.994122	0.00587704	6.76375e-07	0.9967	0.00330042	2.80051e-11	0.991832	0.00816693	8.12243e-07
Calml3	0.999777	0.000222688	1.52821e-07	1	1.9106e-08	1.585e-12	0.99996	3.97265e-05	2.79097e-09
Calm4	0.968941	0.0310589	4.31928e-07	0.976585	0.0234147	2.14158e-10	0.974475	0.0255245	4.4691e-08
Calcrl	0.18515	0.814675	0.000174636	0.0953651	0.874552	0.0300831	0.158184	0.841204	0.000612218
Calcr	0.997951	0.00204906	1.88915e-07	0.998832	0.00116787	5.03894e-12	0.984188	0.0158107	1.1893e-06
Calcb	0.599052	0.400348	0.000600204	0.596608	0.400719	0.00267316	0.692191	0.307803	5.9998e-06
Calb1	0.999784	0.000215476	8.76654e-08	0.999999	8.59327e-07	2.09592e-12	0.998835	0.00116498	3.48473e-07
Cage1	1	4.9719e-07	2.06957e-10	1	1.35279e-11	4.8526e-15	0.999949	5.06765e-05	8.31409e-09
Cadps2	0.87393	0.126055	1.44963e-05	0.878511	0.121489	1.50783e-08	0.854274	0.145596	0.000130384
Cadm3	0.587017	0.412913	7.01991e-05	0.590682	0.409316	1.26028e-06	0.585169	0.414733	9.81855e-05
Cadm2	0.999996	3.72511e-06	1.60681e-08	1	1.67858e-10	3.07204e-13	0.999721	0.000278921	1.10552e-07
Cacng8	0.998861	0.00113707	2.28823e-06	0.999921	7.88606e-05	2.52811e-11	0.998524	0.00147542	4.98442e-07
Cacng6	0.999905	9.43027e-05	5.14889e-07	1	2.21426e-08	5.15649e-12	0.99997	3.02504e-05	4.05748e-08
Cacng5	0.999828	0.000171724	5.11869e-07	0.999998	2.48727e-06	5.99584e-11	0.999605	0.000394496	1.82619e-07
Cacng4	0.225449	0.774448	0.00010228	0.230929	0.769071	1.20459e-07	0.221238	0.778522	0.000239798
Cacng3	0.973987	0.0259974	1.52919e-05	0.978303	0.0216966	9.08426e-10	0.960504	0.0394398	5.57871e-05
Cacng2	2.03967e-05	0.997552	0.00242719	2.65626e-05	0.999136	0.000837236	6.07432e-05	0.996875	0.00306465
Cacng1	0.999643	0.000357297	1.78286e-08	0.999916	8.35055e-05	4.75984e-12	0.998333	0.00166703	4.34157e-08
Cacnb4	0.999996	4.12428e-06	1.70755e-08	1	2.04541e-09	8.0813e-13	0.999741	0.000258827	2.78179e-08
Cacnb2	0.997526	0.00246658	7.73661e-06	0.999649	0.000350717	7.80405e-10	0.997409	0.00258465	6.57974e-06
Cacnb1	0.999973	2.38289e-05	3.08869e-06	1	5.95737e-08	6.19235e-10	0.999971	2.92099e-05	4.13142e-08
Cacna2d4	0.983876	0.0161226	1.08102e-06	0.986232	0.0137678	1.95255e-10	0.977169	0.0228305	7.37977e-07
Cacna2d3	0.999339	0.000659404	1.19351e-06	0.999772	0.000227648	1.70561e-10	0.994968	0.00502866	3.10162e-06
Cacna2d2$Cacna2d2	0.105582	0.894173	0.000244313	0.0205846	0.903994	0.0754214	0.219738	0.780216	4.61498e-05
Cacna2d1	0.00363748	0.9963	6.27585e-05	0.00362246	0.996369	8.98633e-06	0.00067176	0.997182	0.00214598
Cacna1s	0.999937	6.2504e-05	8.23453e-07	1	1.15581e-08	6.23714e-12	0.99999	1.0453e-05	1.85165e-08
Cacna1h	0.998631	0.00136558	3.82302e-06	0.999321	0.000679094	9.2327e-11	0.993516	0.00648041	3.76016e-06
Cacna1g	0.0896051	0.910291	0.000104206	0.0913989	0.9086	7.05883e-07	0.0706517	0.928566	0.000782062
Cacna1f	0.803169	0.196696	0.00013447	0.807368	0.192627	4.14304e-06	0.798916	0.200859	0.000225705
Cacna1d	0.99976	0.000236892	2.99982e-06	0.99991	9.03515e-05	7.18299e-09	0.99428	0.00570416	1.58643e-05
Cacna1c	0.999573	0.000427399	3.1478e-08	0.999569	0.000431272	1.44546e-09	0.274085	0.7215	0.00441497
Cacna1b	0.175847	0.824069	8.47337e-05	0.179173	0.820826	8.75515e-07	0.171704	0.827921	0.000374851
Cacna1a	0.935874	0.0640646	6.1153e-05	0.940064	0.0599359	3.20197e-08	0.93325	0.0667361	1.37884e-05
Cachd1	0.112	0.887872	0.000128879	0.113295	0.886695	1.0259e-05	0.105626	0.89336	0.00101398
Cabyr	0.999995	4.78587e-06	1.31671e-07	1	8.24897e-10	1.19141e-11	0.999988	1.1655e-05	3.40097e-08
Cabp7	0.999957	4.32441e-05	7.36312e-08	1	1.14343e-07	9.71119e-13	0.999822	0.000177848	2.15384e-08
Cabp5	0.779072	0.220927	7.54123e-07	0.786128	0.213872	2.29755e-09	0.758709	0.241251	3.968e-05
Cabp4	0.998824	0.00117545	6.58825e-07	0.999998	2.40476e-06	8.43662e-13	0.999597	0.000403393	6.89117e-09
Cabp2	0.0516567	0.948272	7.15365e-05	0.055355	0.944645	8.80858e-08	0.0515923	0.948347	6.06661e-05
Cabp1	0.997345	0.00260674	4.80792e-05	0.999983	1.68894e-05	2.35527e-10	0.999389	0.00061071	2.29556e-07
Cables1	0.978127	0.0218728	5.60869e-07	0.979621	0.0203785	2.37206e-10	0.969486	0.0305127	1.18764e-06
C920025E04Rik	0.00699682	0.99297	3.36369e-05	0.00259621	0.997202	0.000202241	0.00136507	0.997282	0.00135281
C920016K16Rik	0.0768734	0.923118	8.90323e-06	0.0803287	0.919671	2.73983e-09	0.0769592	0.923014	2.70929e-05
C920005C14Rik	0.99999	9.7609e-06	1.0573e-09	1	2.80883e-10	2.7169e-14	0.999976	2.38975e-05	9.53546e-10
C9	0.999442	0.000557475	3.07712e-07	1	2.78823e-08	6.24897e-12	0.999992	8.20847e-06	1.51713e-09
C8g	0.98904	0.0109163	4.36113e-05	0.995675	0.00432495	2.331e-08	0.995658	0.00434166	3.68514e-07
C8b	0.663313	0.336659	2.83481e-05	0.674643	0.325357	1.67868e-08	0.665293	0.334585	0.000121895
C8a	0.999911	8.87905e-05	4.1248e-09	0.999999	7.43742e-07	3.047e-13	0.998477	0.00152311	1.56763e-07
C87499	0.995464	0.00453556	4.35003e-08	0.996422	0.00357808	2.6978e-11	0.974414	0.0255801	5.72862e-06
C87436	0.995407	0.0045895	3.03174e-06	0.996107	0.0038927	6.051e-09	0.991498	0.00849669	4.81677e-06
C86695	0.999834	0.000165427	1.85894e-07	1	1.99583e-08	6.81269e-13	0.999964	3.61727e-05	6.25602e-09
C85627	0.999998	1.67013e-06	1.65785e-10	1	1.35261e-10	1.56674e-14	0.999962	3.78675e-05	8.55147e-10
C79127	0.999402	0.000598239	3.13751e-08	0.999919	8.08248e-05	2.18405e-12	0.997161	0.00283869	3.4404e-08
C76566	0.645289	0.35471	3.49654e-07	0.641196	0.358803	4.06002e-07	0.0176182	0.977693	0.00468903
C730048C13Rik$C730048C13Rik	1	2.73305e-07	2.96597e-11	1	1.65027e-11	4.52935e-15	0.999997	3.31143e-06	6.24381e-11
C730036D15Rik	0.999997	3.33726e-06	3.31592e-10	1	5.94841e-10	9.20944e-14	0.999987	1.32026e-05	2.66111e-10
