Loci	mef
Muc10_mef	2.48371
Muc13_mef	2.35508
Muc15_mef	2.77937
Muc1_mef	5.02562
Muc20_mef	5.25794
Muc4_mef	2.92035
Muc5ac_mef	5.73837
Muc6_mef	4.32248
Mug1$Mug-ps1_mef	2.72275
Mup4_mef	2.54484
Mup5_mef	4.11426
Mupcdh_mef	5.02857
Musk_mef	4.957
Mustn1_mef	6.67074
Mx1_mef	3.11626
Mx2_mef	5.01576
Myb_mef	3.03769
Mybl1_mef	4.55926
Mybpc2_mef	4.65669
Mybpc3_mef	5.9874
Mybph_mef	4.56574
Mybphl_mef	4.30137
Mycbpap_mef	3.37233
Mycl1_mef	5.44699
Mycn_mef	5.47782
Mycs_mef	4.04936
Myct1_mef	4.90286
Myf5_mef	2.28459
Myf6_mef	2.82293
Myh11_mef	5.68089
Myh1_mef	3.57841
Myh2_mef	2.86806
Myh3_mef	4.28664
Myh4_mef	3.11153
Myh6$LOC674761_mef	2.5603
Myh7b_mef	4.78956
Myh8_mef	2.65113
Myl1_mef	4.09321
Myl2_mef	3.4108
Myl3_mef	5.83493
Myl4_mef	5.6121
Myl6b_mef	4.93364
Myl7_mef	4.00652
Mylc2pl_mef	4.42341
Mylk2_mef	5.02954
Myo15_mef	5.24033
Myo16_mef	3.15478
Myo1a_mef	4.41559
Myo1d_mef	5.43347
Myo1f_mef	4.70855
Myo3a_mef	3.94409
Myo3b_mef	2.85831
Myo5b_mef	4.22425
Myo5c_mef	2.84785
Myo6_mef	5.47063
Myoc_mef	3.32753
Myocd_mef	4.98317
Myod1_mef	4.70573
Myog_mef	4.99754
Myom2_mef	3.01258
Myom3_mef	3.55686
Myot_mef	2.83849
Myoz1_mef	5.09724
Myoz2_mef	4.18185
Myoz3_mef	5.1703
Myrip_mef	3.00167
Myt1_mef	3.30044
Myt1l_mef	4.54428
Mzf1_mef	5.63015
Naaladl1_mef	4.68252
Nags_mef	4.64707
Naip1_mef	3.23932
Naip2_mef	3.16865
Naip5_mef	2.88688
Nanog_mef	3.4196
Nap1l3_mef	4.51096
Nap1l5_mef	5.27925
Napb_mef	4.52855
Napsa_mef	4.46693
Nat1_mef	4.69889
Nat3_mef	2.29941
Nav3_mef	4.79899
Ncald_mef	5.19435
Ncam2_mef	3.11247
Ncf1_mef	4.35789
Ncf4_mef	4.74543
Nckap1l_mef	4.33375
Ncr1_mef	3.96257
Ndg1_mef	2.47066
Ndph_mef	4.6461
Ndst3_mef	3.38465
Ndst4_mef	3.95116
Ndufa12_mef	4.64163
Neb_mef	2.42336
Nebl_mef	4.34609
Nefl_mef	3.27574
Nefm_mef	3.44381
Negr1_mef	3.08489
Neil3_mef	5.39303
Nek11_mef	4.10612
Nek5_mef	3.02061
Nek8_mef	5.17595
Nelf_mef	5.78482
Nell1_mef	2.86533
Nell2_mef	5.89352
Nepn_mef	3.25153
Neto1_mef	4.9893
Neto2_mef	5.73084
Neu2_mef	3.74974
Neu3_mef	5.36746
Neurl$LOC100048526_mef	5.37396
Neurod1_mef	3.6641
Neurod2_mef	5.22463
Neurod4_mef	2.61439
Neurod6_mef	2.27135
Neurog1_mef	4.45188
Neurog2_mef	3.80674
Neurog3_mef	3.41452
Nfam1_mef	4.8967
Nfasc_mef	4.81779
Nfatc2_mef	5.11369
Nfe2_mef	3.98222
Nfe2l3_mef	3.6473
Nfia_mef	5.76735
Nfkbib_mef	4.25239
Nfkbie_mef	5.05362
Ng23_mef	3.93884
Ngb_mef	5.237
Ngef_mef	4.60167
Ngp_mef	4.57808
Nhedc1_mef	3.65223
Nhedc2_mef	4.19041
Nhej1_mef	3.77644
Nhlh1_mef	3.45536
Nhlh2_mef	2.62345
Nhlrc1_mef	4.84669
Nkd2_mef	6.0275
Nkg7_mef	4.22924
Nkx1-2_mef	4.01886
Nkx2-2_mef	2.9847
Nkx2-3_mef	5.56482
Nkx2-4_mef	5.11329
Nkx3-1_mef	3.93185
Nkx3-2_mef	4.15944
Nkx6-2_mef	3.92072
Nlgn1_mef	2.83593
Nlrc3_mef	3.94871
Nlrp10_mef	2.69487
Nlrp14_mef	2.80313
Nlrp3_mef	5.43012
Nlrp4a_mef	2.37813
Nlrp4b_mef	2.62372
Nlrp4c_mef	2.86172
Nlrp4e_mef	2.30804
Nlrp4f$Nlrp4f_mef	3.09621
Nlrp4f_mef	2.49178
Nlrp5_mef	4.25236
Nlrp6_mef	4.33439
Nlrp9b_mef	4.68106
Nlrp9c_mef	2.64949
Nlrx1_mef	5.46209
Nmb_mef	5.25647
Nmbr_mef	5.03139
Nme5_mef	4.79646
Nmnat1_mef	5.39666
Nmnat3_mef	4.37212
Nmu_mef	4.46818
Nmur1_mef	5.41184
Nmur2_mef	4.63103
Nnat_mef	5.8612
Nobox_mef	4.87141
Nodal_mef	4.34786
Nog_mef	4.10801
Nos1ap_mef	5.35639
Nos2_mef	5.41006
Nostrin_mef	3.38435
Notch3_mef	4.87934
Notch4_mef	3.85394
Npal2_mef	6.03748
Npas1_mef	4.35758
Npas2_mef	4.47732
Npas3_mef	4.1375
Npas4_mef	4.03296
Npb_mef	5.1172
Npc1l1_mef	5.0766
Npcd_mef	5.51917
Npff_mef	5.45884
Npffr2_mef	4.02387
Nphp3_mef	4.01476
Nphp4_mef	5.48359
Nphs2_mef	3.06285
Npl_mef	4.66991
Npnt_mef	6.78558
Nppa_mef	3.11515
Nppc_mef	4.33992
Npr1_mef	3.85123
Nptx1_mef	4.74957
Npvf_mef	4.72697
Npy1r_mef	4.33201
Npy2r_mef	2.44762
Npy5r_mef	4.00706
Npy6r_mef	2.79556
Nr0b1_mef	3.48744
Nr0b2_mef	5.93194
Nr1h3_mef	5.0754
Nr1h4_mef	3.48115
Nr1i2_mef	3.77705
Nr1i3_mef	4.06013
Nr2e1_mef	3.07654
Nr2e3_mef	4.92337
Nr3c2_mef	4.07716
Nr4a2_mef	6.59908
Nr4a3_mef	5.7675
Nr5a1_mef	4.84649
Nr5a2_mef	3.87615
Nr6a1_mef	4.50714
Nrap_mef	5.23233
Nrcam_mef	3.66732
Nrg1_mef	5.74599
Nrg3_mef	2.94912
Nrg4_mef	3.99592
Nrgn_mef	4.54668
Nrip3_mef	4.66777
Nrk_mef	4.8159
Nrl_mef	3.76936
Nrn1l_mef	4.99848
Nrsn1_mef	2.91896
Nrsn2_mef	3.97349
Nrxn1_mef	5.02682
Nrxn2_mef	5.16744
Nsg2_mef	4.06929
Nsun6_mef	5.21199
Nt5c1b_mef	3.21065
Ntf3_mef	4.90927
Ntf5_mef	4.70699
Ntn2l_mef	3.77386
Ntng1_mef	3.8082
Ntng2_mef	4.49728
Ntrk2_mef	5.07378
Nts_mef	3.13424
Ntsr1_mef	4.03392
Ntsr2_mef	4.46548
Nudt10_mef	3.29307
Nudt12_mef	4.42684
Nudt15_mef	4.92788
Nxf2_mef	3.96674
Nxf3_mef	2.38268
Nxf7_mef	2.90624
Nxph1_mef	3.60108
Nxph2_mef	2.59513
Nyx_mef	4.55804
ORF28_mef	5.23897
ORF63_mef	6.21375
ORF9_mef	2.9866
OTTMUSG00000000421_mef	4.77616
OTTMUSG00000000651_mef	2.26054
OTTMUSG00000000934_mef	4.49548
OTTMUSG00000000971_mef	5.31733
OTTMUSG00000002196_mef	4.47091
OTTMUSG00000004010_mef	4.39033
OTTMUSG00000005148_mef	2.22182
OTTMUSG00000007392_mef	3.84615
OTTMUSG00000008561$LOC230628_mef	5.13164
OTTMUSG00000008911_mef	3.22177
OTTMUSG00000010009_mef	2.37535
OTTMUSG00000010433_mef	2.37462
OTTMUSG00000015529_mef	2.68247
OTTMUSG00000015859_mef	4.24317
OTTMUSG00000015915_mef	3.54583
Oas1c_mef	3.53955
Oas1f_mef	4.99798
Oas1h_mef	4.342
Oas3_mef	4.13842
Oasl1_mef	5.17405
Oasl2_mef	3.77627
Oaz3_mef	3.25071
Obox3_mef	4.20109
Obox5_mef	3.3066
Obox6_mef	4.93615
Obp1a_mef	2.57511
Obscn_mef	4.35844
Oc90_mef	4.90116
Ocln_mef	3.6833
Odam_mef	2.58337
Odf1_mef	3.99853
Odf3_mef	5.7686
Odf4_mef	3.91129
Odz2_mef	4.08253
Oit3_mef	4.0464
Olah_mef	4.05386
Olfm2_mef	5.79723
Olfm3_mef	2.21577
Olfm4_mef	2.34762
Olfml1_mef	3.79894
Olfml2a_mef	4.70224
Olfr112_mef	3.8511
Olfr1264_mef	2.98734
Olfr1344_mef	3.74608
Olfr140_mef	4.39334
Olfr1507_mef	3.21169
Olfr1508_mef	4.69944
Olfr1509_mef	3.24751
Olfr154_mef	3.5504
Olfr155_mef	2.76196
Olfr156_mef	3.41442
Olfr157_mef	4.46429
Olfr159_mef	4.3921
Olfr15_mef	5.34863
Olfr160_mef	3.84174
Olfr16_mef	4.30625
Olfr17_mef	3.18098
Olfr288_mef	4.50331
Olfr2_mef	2.7641
Olfr315_mef	3.48377
Olfr480_mef	3.24964
Olfr49_mef	3.98096
Olfr544_mef	4.05428
Olfr558_mef	4.36545
Olfr658_mef	3.28418
Olfr65_mef	3.85489
Olfr672_mef	3.60098
Olfr68_mef	2.70533
Olfr690_mef	3.21277
Olfr701_mef	4.4418
Olfr70_mef	4.21338
Olfr71_mef	4.87858
Olfr73_mef	3.31799
Olfr749_mef	3.72692
Olfr74_mef	2.72384
Olfr78_mef	4.96692
Olfr870_mef	3.97938
Olig1_mef	3.55249
Olig2_mef	2.97917
Olig3_mef	3.38621
Olr1_mef	6.55543
Omd_mef	6.69649
Omp_mef	5.69694
Omt2a_mef	2.6136
Onecut2_mef	2.97887
Onecut3_mef	3.59637
Oog2_mef	2.35702
Oog4_mef	3.80849
Oosp1_mef	3.69844
Opcml_mef	2.90594
Ophn1_mef	5.52539
Oplah_mef	4.85287
Opn1mw_mef	5.15276
Opn1sw_mef	4.25894
Oprk1_mef	4.52558
Oprl1_mef	3.5273
Oprm1_mef	4.56071
Optc_mef	6.23502
Orm1_mef	3.41005
Orm2_mef	2.66444
Orm3_mef	3.62238
Osbp2$LOC100044882_mef	5.46093
Osbpl6_mef	4.45414
Oscar_mef	4.65801
Osgin1_mef	4.98124
Osr2_mef	4.40388
Ostb_mef	5.66076
Otc_mef	2.42324
Otof_mef	4.60058
Otop1_mef	3.04196
Otop2_mef	3.97318
Otop3_mef	4.5438
Otor_mef	3.19706
Otos_mef	3.48441
Otp_mef	4.64729
Otx1_mef	2.85189
Otx2_mef	2.69278
Ovol1_mef	3.8484
Ovol2_mef	3.97868
Oxct2a_mef	3.50871
Oxgr1_mef	2.68184
Oxsm_mef	5.28951
Oxtr_mef	3.53912
P2rx1_mef	4.94745
P2rx2_mef	4.76128
P2rx3_mef	4.36995
P2rx7_mef	4.43569
P2rxl1_mef	5.58718
P2ry10_mef	2.16854
P2ry12_mef	3.7541
P2ry13_mef	4.61149
P2ry14_mef	2.97411
P2ry1_mef	3.6723
P2ry2_mef	5.24926
P2ry4_mef	4.06243
P2ry6_mef	5.14147
Pabpc2_mef	4.68449
Pabpc5_mef	2.16385
Pabpnl1_mef	5.02792
Pacrg_mef	3.82316
Pacsin1_mef	4.5854
Padi1_mef	3.32323
Padi3_mef	4.26339
Padi6_mef	5.02223
Pag1_mef	5.89104
Pah_mef	3.48068
Pak6_mef	4.77806
Pak7_mef	3.61864
Palm2_mef	5.96274
Pamci_mef	3.38268
Pank1_mef	5.52189
Panx2_mef	3.92217
Panx3_mef	3.77008
Pap_mef	2.62211
Papln_mef	4.52616
Papolb_mef	3.68749
Paqr5_mef	4.59079
Paqr6_mef	4.49769
Paqr7_mef	5.57529
Paqr8_mef	5.83225
Paqr9_mef	3.64315
Parc_mef	5.25259
Pard3b_mef	5.06076
Park2_mef	4.31195
Parp14_mef	4.6731
Parp6_mef	5.5588
Parvg_mef	5.29388
Pax1_mef	4.68319
Pax3_mef	3.86709
Pax4_mef	5.35531
Pax5_mef	4.34741
Pax6_mef	4.10323
Pax7_mef	3.86083
Pax8_mef	3.38196
Pax9_mef	5.0399
Pbld_mef	4.3648
Pbsn_mef	2.70085
Pbx4_mef	4.51645
Pcdh10_mef	3.44007
Pcdh12_mef	3.99274
Pcdh15_mef	3.68548
Pcdh17_mef	2.7691
Pcdh1_mef	3.78173
Pcdh20_mef	3.81507
Pcdh7_mef	6.64699
Pcdh8_mef	3.05127
Pcdh9_mef	5.88399
Pcdha1_mef	4.20041
Pcdhb10_mef	2.83837
Pcdhb11_mef	3.26193
Pcdhb12_mef	2.80757
Pcdhb13_mef	3.40232
Pcdhb14_mef	2.23437
Pcdhb15_mef	2.99703
Pcdhb16_mef	3.95588
Pcdhb17_mef	6.81644
Pcdhb18_mef	2.98524
Pcdhb19_mef	5.05595
Pcdhb1_mef	2.93347
Pcdhb20_mef	5.48522
Pcdhb21_mef	5.09021
Pcdhb22_mef	4.94821
Pcdhb2_mef	4.35291
Pcdhb3_mef	4.04541
Pcdhb4_mef	2.64945
Pcdhb5_mef	4.76708
Pcdhb6_mef	3.57615
Pcdhb7_mef	3.77643
Pcdhb8_mef	4.22157
Pcdhb9_mef	2.49144
Pcdhga1_mef	4.98442
Pck1_mef	2.60878
Pclo_mef	2.8526
Pcnxl2_mef	3.74741
Pcp2_mef	4.19832
Pcp4_mef	4.41608
Pcsk1_mef	5.11317
Pcsk2_mef	2.85027
Pdc_mef	3.34998
Pdcd1_mef	2.67642
Pdcd1lg2_mef	3.42063
Pdcl2_mef	2.28771
Pde10a_mef	5.82288
Pde11a_mef	4.26255
Pde1a_mef	4.22192
Pde1c_mef	3.37636
Pde2a_mef	6.36895
Pde3a_mef	3.76273
Pde4b_mef	5.05501
Pde4d_mef	3.27819
Pde6a_mef	3.20536
Pde6b_mef	4.29522
Pde6c_mef	3.7493
Pde6g_mef	5.59732
Pde6h_mef	4.23097
Pde7b_mef	4.5865
Pde8b_mef	5.9137
Pde9a_mef	3.9378
Pdgfd_mef	6.0126
Pdha2_mef	2.9932
Pdia2_mef	3.76912
Pdk4_mef	6.09591
Pdlim3_mef	4.22138
Pds5a_mef	5.09099
Pdx1_mef	4.54434
Pdyn_mef	3.93845
Pdzd3_mef	4.26785
Pdzd4_mef	5.20695
Pdzk1_mef	4.55199
Pdzk1ip1_mef	5.09805
Pecam1_mef	4.16468
Peg10_mef	3.10744
Peli2_mef	4.61448
Pelp1_mef	4.77447
Per2_mef	4.45224
Per3_mef	4.45619
Perld1_mef	5.28443
Pet2_mef	2.41098
Pex11c_mef	5.32918
Pex2_mef	4.76752
Pfkfb2_mef	4.9102
Pfn3_mef	4.47829
Pfpl_mef	4.46408
Pga5_mef	5.10975
Pgam2_mef	5.90051
Pgbd5_mef	4.14939
Pgc_mef	4.96661
Pgcp_mef	6.43235
Pgk2_mef	3.1587
Pglyrp1_mef	3.55602
Pglyrp2_mef	2.98074
Pgm2l1_mef	5.01821
Pgr$ENSMUSG00000074510_mef	3.34016
Phactr1$Chst11_mef	4.56009
Phactr2_mef	5.2191
Phactr3_mef	4.0207
Phactr4_mef	4.09557
Phex_mef	3.0078
Phf21b_mef	4.07064
Phospho1_mef	4.95206
Phox2a_mef	3.84129
Phxr1_mef	5.37622
Phxr2_mef	2.23023
Phxr4_mef	5.16197
Phyhip_mef	4.08503
Phyhipl_mef	5.07884
Pi15_mef	5.03187
Pi16_mef	4.49274
Pign_mef	5.77933
Pigr_mef	3.57917
Pigu_mef	4.09028
Pigz_mef	5.48363
Pih1d2_mef	4.54218
Pik3ap1_mef	4.94011
Pik3c2g_mef	2.58302
Pik3cg_mef	4.05293
Pik3r5_mef	3.87367
Pilra_mef	3.73367
Pilrb1_mef	5.13169
Pip5kl1_mef	3.76264
Pip_mef	3.16909
Pira2$Lilrb3_mef	2.99626
Pitx1_mef	6.37028
Pitx2_mef	5.39532
Pitx3_mef	5.49208
Piwil1_mef	4.49249
Piwil2_mef	3.80412
Piwil4_mef	3.10276
Pkd1l2_mef	3.55826
Pkd2l1_mef	4.67793
Pkd2l2_mef	3.67288
Pkdrej_mef	3.97643
Pkhd1_mef	2.32622
Pkhd1l1_mef	3.43888
Pkib_mef	3.18864
Pknox2_mef	5.93731
Pla1a_mef	5.4996
Pla2g12b_mef	4.42204
Pla2g1b_mef	4.88831
Pla2g2a_mef	4.39343
Pla2g2d_mef	4.39454
Pla2g2e_mef	4.36632
Pla2g2f_mef	4.60137
Pla2g3_mef	4.50417
Pla2g4c_mef	4.91883
Pla2g4e_mef	4.81452
Pla2g4f_mef	2.43698
Pla2g5_mef	2.8158
Pla2r1_mef	5.41081
Plac1_mef	4.43086
Plac1l_mef	3.26298
Plag1_mef	3.44458
Plagl1_mef	6.82275
Plau_mef	5.54467
Plb1_mef	4.76647
Plcd4_mef	3.94431
Plch1_mef	4.24567
Plch2_mef	5.05148
Plcxd1_mef	4.80873
Plcxd3_mef	2.73205
Plcz1_mef	2.77997
Pld1_mef	5.93197
Pld4_mef	4.42622
Plek2_mef	3.42932
Plek_mef	4.56473
Plekha6_mef	3.06107
Plekha7_mef	5.33889
Plekhb1_mef	5.13193
Plekhg4_mef	5.41104
Plekhh2_mef	4.92667
Plekhk1_mef	3.83712
Plg_mef	3.64973
Pllp_mef	5.46153
Pln_mef	4.43861
Plscr2_mef	4.28411
Plscr4_mef	4.80814
Plunc_mef	2.88569
Plvap_mef	4.66844
Plxdc1_mef	4.54176
Plxna2_mef	5.44541
Plxna4_mef	5.19422
Plxnb3_mef	4.8347
Plxnc1$LOC100044106_mef	4.14859
Pmch_mef	4.57022
Pmfbp1_mef	5.27082
Pmp2_mef	5.5925
Pnck_mef	5.32189
Pnlip_mef	4.09206
Pnliprp1_mef	3.30766
Pnliprp2_mef	4.57287
Pnma1_mef	3.67128
Pnma2_mef	3.59961
Pnma5_mef	4.27119
Pnoc_mef	5.18948
Pnpla1_mef	4.83477
Pnpla5_mef	3.93735
Podxl2_mef	6.05135
Pof1b_mef	2.30349
Pogk_mef	5.56895
Polh_mef	5.73628
Poln_mef	4.03002
Polq_mef	5.34289
Polr2e_mef	5.76043
Pon1_mef	3.92633
Pop5_mef	4.32099
Popdc2_mef	5.21521
Popdc3_mef	3.79459
Pot1b_mef	5.32344
Pou1f1_mef	3.66099
Pou2af1_mef	2.52445
Pou2f2_mef	4.22139
Pou3f2_mef	2.92551
Pou3f3_mef	4.36435
Pou3f4_mef	4.64157
Pou4f1_mef	3.18547
Pou4f2_mef	3.1345
Pou4f3_mef	3.431
Pou5f1_mef	3.41772
Pou6f2_mef	3.38728
Pp11r_mef	5.19247
Ppapdc1a_mef	4.52449
Ppapdc3_mef	4.38285
Ppara_mef	3.75201
Pparg_mef	5.12629
Ppargc1a_mef	3.06451
Ppef2_mef	3.99719
Ppfia2_mef	2.48845
Ppfia3$Bcl11a_mef	4.67332
Ppfibp1_mef	5.48381
Ppm1e_mef	3.59865
Ppm1h_mef	5.33324
Ppp1r12b_mef	5.54882
Ppp1r14d_mef	3.67681
Ppp1r16b_mef	4.23283
Ppp1r1c_mef	4.37287
Ppp1r3a_mef	2.85207
Ppp1r3b_mef	6.33455
Ppp1r3c_mef	4.99144
Ppp1r3d_mef	5.98477
Ppp1r9b_mef	5.52521
Ppp2r2b_mef	3.44306
Ppp2r2c_mef	4.26816
Ppp3r2_mef	2.94983
Ppy_mef	4.28968
Ppyr1_mef	4.22637
Pram1_mef	5.18007
Pramef12_mef	4.43647
Pramel1_mef	4.5076
Pramel6_mef	3.69757
Pramel7_mef	3.35329
Prap1_mef	5.06809
Prdm10_mef	3.60321
Prdm14_mef	3.02207
Prdm16_mef	5.0599
Prdm1_mef	5.16723
Prdm6_mef	5.7434
Prdm8$LOC100045224_mef	3.96041
Prdx6-rs1_mef	4.29592
Prf1_mef	4.38429
Prg2_mef	3.80915
Prg3_mef	3.89508
Prkaa2_mef	3.532
Prkag3_mef	3.73092
Prkcb1_mef	3.70146
Prkcc_mef	5.15546
Prkce_mef	5.58347
Prkcq_mef	5.37209
Prkd2_mef	5.22476
Prl2a1_mef	4.63848
Prl2b1_mef	3.73124
Prl2c2_mef	2.26054
Prl3a1_mef	3.89412
Prl3b1_mef	2.26948
Prl3c1_mef	2.6072
Prl4a1_mef	4.68968
Prl5a1_mef	2.52355
Prl6a1_mef	2.96295
Prl7a1_mef	2.05752
Prl7a2_mef	2.35349
Prl7b1_mef	3.16118
Prl7c1_mef	3.28914
Prl7d1_mef	2.85809
Prl8a1_mef	2.66048
Prl8a2_mef	3.20066
Prl8a6_mef	2.9697
Prl8a8_mef	2.7312
Prl8a9_mef	2.73903
Prl_mef	4.33594
Prlr_mef	3.64983
Prm2_mef	5.01686
Prm3_mef	4.99367
Prmt8_mef	3.56497
Prnd_mef	4.29758
Proc_mef	4.31114
Prodh2_mef	4.39908
Prok2_mef	3.3405
Prokr1_mef	4.36789
Prokr2_mef	3.91273
Prom2_mef	4.77539
Prop1_mef	4.35053
Prosapip1_mef	5.71467
Prox1_mef	3.04428
Prox2_mef	4.45777
Proz_mef	3.34216
Prp2_mef	3.67641
Prph2_mef	3.237
Prph_mef	4.52626
Prpmp5$EG114600_mef	2.26336
Prps1l1_mef	3.4813
Prr15_mef	4.02068
Prr16_mef	4.3533
Prrt3_mef	3.9294
Prss12_mef	5.98399
Prss21_mef	4.17019
Prss22_mef	5.13077
Prss28_mef	3.64561
Prss32_mef	3.45886
Prss35_mef	6.64561
Prss7_mef	3.13359
Prss8_mef	4.2278
Prtg_mef	4.18181
Prtn3_mef	4.5967
Psapl1_mef	5.33749
Psca_mef	5.7431
Pscd1_mef	5.47032
Pscd4_mef	3.19248
Pscdbp_mef	4.89751
Psd2_mef	2.65543
Psd3_mef	6.39652
Psd4_mef	5.29144
Psd_mef	5.75032
Psg16_mef	4.24265
Psg17_mef	2.57686
Psg19_mef	2.01285
Psg21_mef	3.07743
Psg28_mef	4.52614
Psmb8_mef	5.32918
Psp_mef	2.72579
Pspn_mef	4.0988
Pstpip2_mef	5.44269
Ptafr_mef	3.44516
Ptch2$LOC674483_mef	4.30665
Ptchd1_mef	2.80684
Ptchd2_mef	4.80045
Ptcra_mef	4.56868
Ptf1a_mef	3.51619
Ptgdr_mef	5.2539
Ptgds2_mef	3.62184
Ptger2_mef	3.10093
Ptger3_mef	2.96461
Ptger4_mef	6.42932
Ptgfr_mef	4.95821
Ptgir_mef	4.0758
Pth_mef	3.08792
Pthlh_mef	3.67687
Pthr1_mef	6.16372
Pthr2_mef	2.67461
Ptk6_mef	2.38618
Ptpdc1_mef	5.53902
Ptpn20_mef	2.72441
Ptpn22_mef	3.05075
Ptpn4_mef	5.12912
Ptpn5_mef	4.44614
Ptprb_mef	5.25178
Ptprc_mef	3.24424
Ptprd_mef	6.63811
Ptpro_mef	3.16195
Ptprr_mef	3.26077
Ptprt_mef	4.22205
Ptpru_mef	5.04191
Ptprz1_mef	6.78516
Punc_mef	5.03893
Pvalb_mef	5.88357
Pvrl1_mef	5.39062
Pvrl4_mef	3.66978
Pxt1_mef	4.63275
Pycard_mef	3.83866
Pygm_mef	3.53722
Pygo1_mef	3.69915
Pyy_mef	3.63914
Pzp_mef	3.43916
Qprt_mef	5.30935
Qrich2_mef	3.18927
RP23-233B9.8_mef	3.48678
RP23-244H7.9_mef	4.91712
RP23-24J10.7_mef	3.63869
RP23-25C1.8_mef	4.25099
RP23-304I1.2_mef	4.88202
RP23-336F11.32_mef	3.97166
RP23-357I14.1_mef	2.47041
RP23-395H4.4_mef	3.75866
Rab11fip1_mef	4.76179
Rab11fip4_mef	3.24286
Rab17_mef	4.40437
Rab19_mef	4.95205
Rab20_mef	4.42915
Rab27a_mef	3.97184
Rab27b_mef	6.12891
Rab33a_mef	4.25984
Rab36_mef	5.59416
Rab37_mef	4.69849
Rab39_mef	2.6305
Rab39b_mef	6.24245
Rab3c$LOC100044883_mef	3.58627
Rab3il1_mef	4.58518
Rab40b_mef	4.55819
Rab6b_mef	4.99396
Rab9b_mef	3.12296
Rabif_mef	4.79711
Rac2_mef	4.43659
Rad51l1_mef	4.35417
Rad9b_mef	4.23822
Rag1_mef	3.43311
Rag2_mef	5.04314
Rai2_mef	2.33311
Ralgps1_mef	5.20077
Ramp1_mef	6.04608
Ramp2_mef	5.0537
Ranbp3l_mef	3.43341
Rapgef3_mef	4.7082
Rapgef4_mef	3.84036
Rapsn_mef	3.79979
Rarb_mef	5.78768
Rarres2_mef	3.60237
Rasal1_mef	5.25644
Rasef_mef	2.41734
Rasgef1c_mef	4.8945
Rasgrf1_mef	3.66467
Rasgrf2_mef	4.24064
Rasgrp1_mef	4.16141
Rasgrp2_mef	4.55384
Rasgrp3_mef	5.98566
Rasgrp4_mef	4.95896
Rasip1_mef	4.4383
Rasl10a_mef	4.00901
Rasl11a_mef	5.69887
Rasl12_mef	5.35605
Rassf2_mef	3.62581
Rassf4_mef	3.55845
Rassf5_mef	6.42687
Rassf6_mef	6.47217
Rax_mef	4.99773
Rbks_mef	4.3385
Rbm11_mef	3.0044
Rbm12b_mef	4.89505
Rbm35a_mef	3.58595
Rbm44_mef	2.92072
Rbm4b_mef	5.18995
Rbp2_mef	4.88301
Rbp3_mef	4.30163
Rbp7_mef	3.63889
Rbpjl_mef	4.97718
Rcn2_mef	3.72554
Rcsd1_mef	4.92379
Rcvrn_mef	3.19543
Rdh12_mef	4.42575
Rdh16_mef	3.07354
Rdh1_mef	2.69539
Rdh5_mef	5.28458
Rdh7_mef	3.27122
Rec8_mef	4.85931
Recql5_mef	4.56928
Reep1_mef	2.84336
Reep2_mef	4.92452
Reg1_mef	3.99224
Reg3a_mef	3.9887
Reg3d_mef	3.84063
Reg3g_mef	3.09391
Reg4_mef	3.99049
Rel_mef	5.34587
Rell2_mef	5.59249
Reln_mef	3.84981
Rem1_mef	5.22526
Rem2_mef	5.18968
Reps2_mef	3.3565
Rerg_mef	3.81822
Resp18_mef	3.02833
Ret_mef	4.75019
Retnla_mef	3.87137
Retnlb_mef	3.76041
Rex2$LOC100041379_mef	3.68192
Rfpl4_mef	2.50913
Rftn2_mef	6.05684
Rfx2_mef	4.44576
Rfx4_mef	4.41349
Rfxank_mef	5.4146
Rgag4_mef	5.59823
Rgl1_mef	6.44649
Rgl3_mef	5.1455
Rgmb_mef	6.00088
Rgn_mef	3.11215
Rgr_mef	3.38318
Rgs11_mef	5.29795
Rgs13_mef	2.27097
Rgs17_mef	3.93409
Rgs18_mef	2.48294
Rgs1_mef	4.08171
Rgs20_mef	4.02692
Rgs2_mef	5.39995
Rgs5_mef	5.85164
Rgs6_mef	3.83532
Rgs7_mef	4.15152
Rgs7bp_mef	3.21675
Rgs8_mef	3.61996
Rgs9bp_mef	4.26805
Rhag_mef	2.46775
Rhbdl1_mef	4.6722
Rhbdl2_mef	3.93154
Rhbdl3_mef	3.54902
Rhbg_mef	5.07342
Rhcg_mef	4.94836
Rhd_mef	5.34448
Rho_mef	4.83411
Rhoa_mef	3.29181
Rhof_mef	5.26031
Rhoh_mef	3.50633
Rhov_mef	2.9639
Rhox5_mef	5.19605
Rhox9_mef	4.84563
Rhpn1_mef	4.6988
Rhpn2_mef	2.56716
Ric3_mef	3.39054
Rilp_mef	5.64127
Rimbp2_mef	5.36261
Rims1_mef	4.92106
Rims2_mef	4.44513
Rims3_mef	3.59032
Rims4_mef	4.27633
Rint1_mef	5.45338
Ripk4_mef	3.71983
Ripply2_mef	2.12818
Ripply3_mef	3.20647
Rit2_mef	2.88278
Rlbp1_mef	2.73674
Rlbp1l1_mef	4.23847
Rlbp1l2_mef	2.76556
Rln1_mef	3.10034
Rnase10_mef	3.44032
Rnase1_mef	4.26034
Rnase6_mef	3.3987
Rnasel_mef	4.33068
Rnf122_mef	6.42086
Rnf133_mef	2.35371
Rnf151_mef	5.51799
Rnf17_mef	3.38299
Rnf180_mef	3.67862
Rnf182_mef	3.86528
